row_label_raw,row_label_full,col_0,Năm 2023,Năm 2022,numeric__Năm 2023,numeric__Năm 2022
,,,VND,VND,,
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",4.386.806.789.065,6.729.268.983.081,4386806789065.0,6729268983081.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,2.074.393.172.538,5.434.968.342.649,2074393172538.0,5434968342649.0
"Chi phí công cụ, dụng cụ, đồ dùng","Chi phí công cụ, dụng cụ, đồ dùng","Chi phí công cụ, dụng cụ, đồ dùng",157.405.852.998,342.428.103.812,157405852998.0,342428103812.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,224.221.132.935,225.801.243.303,224221132935.0,225801243303.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",6.584.772.712,253.318.198,6584772712.0,253318198.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,428.955.907.892,1.787.370.323.751,428955907892.0,1787370323751.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,619.486.402.779,2.049.555.314.793,619486402779.0,2049555314793.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,206.786.202.336,501.150.351.383,206786202336.0,501150351383.0
,,,8.104.640.233.255,17.070.795.980.970,8104640233255.0,17070795980970.0
