row_label_raw,row_label_full,Ngân hàng TMCP Phát triển Hồ Chí Minh - CN Nguyễn Trải > Ngân hàng TMCP Tiên Phong - Chi nhánh Phan Đăng Lưu > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Bà Chiều > Ngân hàng TMCP Phương Đông - Chi nhánh Hồ Chí Minh > Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh > Ngân hàng TMCP Ngoại Thương Việt Nam - Chi nhánh Sài Gòn,Loại tiền > VND,"Lãi suất năm > Theo từng làn giải ngân > 13,65% > Theo từng Hợp đồng tin dụng cụ thể > Theo từng khế ước nhận nợ",Thời hạn vay > 6 tháng > 4 tháng > Theo từng Hợp đồng tin dụng cụ thể > 12 tháng,"Tài sản đảm bảo > Bảo lãnh bởi tài sản của Ông Lê Việt Hải (Chữ tịch HĐQT) > Toàn bộ nguồn thu từ kinh doanh, khal thác tài sản thuê 4 tỏa nhà > Bảo lãnh từ công ty mẹ > Quyền sử dụng đất > Bất động sản > Quyền và lợi ích phát sinh từ hợp đồng cho thuê tài chính",31/12/2023VND > 11.499.641.194 > 19.327.656.351 > 47.719.199.737 > 6.197.765.400 > 19.473.366.499 > 8.649.222.886 > 8.377.476.434,01/01/2023VND > 19.962.473.785 > 15.059.778.000 > 49.999.508.292 > - > 6.565.358.252 > 4.094.009.367 > 8.403.300.190,numeric__Loại tiền > VND,"numeric__Lãi suất năm > Theo từng làn giải ngân > 13,65% > Theo từng Hợp đồng tin dụng cụ thể > Theo từng khế ước nhận nợ",numeric__Thời hạn vay > 6 tháng > 4 tháng > Theo từng Hợp đồng tin dụng cụ thể > 12 tháng,"numeric__Tài sản đảm bảo > Bảo lãnh bởi tài sản của Ông Lê Việt Hải (Chữ tịch HĐQT) > Toàn bộ nguồn thu từ kinh doanh, khal thác tài sản thuê 4 tỏa nhà > Bảo lãnh từ công ty mẹ > Quyền sử dụng đất > Bất động sản > Quyền và lợi ích phát sinh từ hợp đồng cho thuê tài chính",numeric__31/12/2023VND > 11.499.641.194 > 19.327.656.351 > 47.719.199.737 > 6.197.765.400 > 19.473.366.499 > 8.649.222.886 > 8.377.476.434,numeric__01/01/2023VND > 19.962.473.785 > 15.059.778.000 > 49.999.508.292 > - > 6.565.358.252 > 4.094.009.367 > 8.403.300.190
Vay các đối tượng khác,Vay các đối tượng khác,Vay các đối tượng khác,VND,,,,52.338.170.834,2.208.573.990,,,,,52338170834.0,2208573990.0
Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,,,,,13.813.263.032,42.284.488.258,,,,,13813263032.0,42284488258.0
Vay dài hạn đến hạn trả từ các Ngân hàng,Vay dài hạn đến hạn trả từ các Ngân hàng,Vay dài hạn đến hạn trả từ các Ngân hàng,,,,,13.102.160.168,41.573.385.442,,,,,13102160168.0,41573385442.0
Nợ thuê tài chính dài hạn đến hạn trả,Nợ thuê tài chính dài hạn đến hạn trả,Nợ thuê tài chính dài hạn đến hạn trả,,,,,711.102.864,711.102.816,,,,,711102864.0,711102816.0
,,,,,,,3.995.332.055.693,5.104.310.456.114,,,,,3995332055693.0,5104310456114.0
