row_label_raw,row_label_full,31/12/2023 > Giá trị,31/12/2023 > Dự phòng,01/01/2023 (đã điều chỉnh) > Giá trị,01/01/2023 (đã điều chỉnh) > Dự phòng,numeric__31/12/2023 > Dự phòng,numeric__01/01/2023 (đã điều chỉnh) > Giá trị,numeric__01/01/2023 (đã điều chỉnh) > Dự phòng
VND,VND,VND,VND,VND,VND,,,
808.100.934.168,VND > 808.100.934.168,808.100.934.168,(50.243.460.214),1.018.083.724.751,(13.022.350.000),-50243460214.0,1018083724751.0,-13022350000.0
120.000.000.000,VND > 120.000.000.000,120.000.000.000,-,313.387.000.000,-,,313387000000.0,
527.058.125.512,VND > 527.058.125.512,527.058.125.512,(12.600.000.000),535.829.125.515,(9.400.000.000),-12600000000.0,535829125515.0,-9400000000.0
-,VND > -,-,-,20.000.000.000,-,,20000000000.0,
21.158.283.442,VND > 21.158.283.442,21.158.283.442,(2.765.183.677),18.254.442.955,(3.622.350.000),-2765183677.0,18254442955.0,-3622350000.0
10.941.863.645,VND > 10.941.863.645,10.941.863.645,-,2.748.573.423,-,,2748573423.0,
1.940.418.073,VND > 1.940.418.073,1.940.418.073,-,2.344.096.786,-,,2344096786.0,
2.143.379.760,VND > 2.143.379.760,2.143.379.760,-,2.054.850.000,-,,2054850000.0,
765.730.255,VND > 765.730.255,765.730.255,-,591.422.871,-,,591422871.0,
19.326.836.013,VND > 19.326.836.013,19.326.836.013,-,13.531.919.519,-,,13531919519.0,
46.715.010.833,VND > 46.715.010.833,46.715.010.833,(34.828.276.537),48.476.210.833,-,-34828276537.0,48476210833.0,
-,VND > -,-,-,100.000.000,-,,100000000.0,
52.801.286.635,VND > 52.801.286.635,52.801.286.635,-,52.366.082.849,-,,52366082849.0,
5.250.000.000,VND > 5.250.000.000,5.250.000.000,(50.000.000),8.400.000.000,-,-50000000.0,8400000000.0,
1.251.298.703.097,VND > 1.251.298.703.097,1.251.298.703.097,(476.410.061.940),1.227.897.887.618,(462.157.174.665),-476410061940.0,1227897887618.0,-462157174665.0
29.527.426.000,VND > 29.527.426.000,29.527.426.000,(7.044.813.763),60.064.019.662,-,-7044813763.0,60064019662.0,
1.221.771.277.097,VND > 1.221.771.277.097,1.221.771.277.097,(469.365.248.177),1.167.833.867.956,(462.157.174.665),-469365248177.0,1167833867956.0,-462157174665.0
2.059.399.637.265,VND > 2.059.399.637.265,2.059.399.637.265,(526.653.522.154),2.245.981.612.369,(475.179.524.665),-526653522154.0,2245981612369.0,-475179524665.0
