row_label_raw,row_label_full,col_0,Số phải thuđầu nămVND,Số phải nộpđầu nămVND,Số phải nộptrong nămVND,Số đã thực nộptrong nămVND,Do thoái vốntại công ty conVND,Số phải thucuối nămVND,Số phải nộpcuối nămVND,numeric__Số phải thuđầu nămVND,numeric__Số phải nộpđầu nămVND,numeric__Số phải nộptrong nămVND,numeric__Số đã thực nộptrong nămVND,numeric__Do thoái vốntại công ty conVND,numeric__Số phải thucuối nămVND,numeric__Số phải nộpcuối nămVND
Thuế giả trị gia tăng,Thuế giả trị gia tăng,Thuế giả trị gia tăng,-,114.294.841.005,187.530.359.125,103.942.790.257,-,19.751.378,197.902.161.251,,114294841005.0,187530359125.0,103942790257.0,,19751378.0,197902161251.0
"Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",12.649.012,-,3.667.200,3.667.200,-,12.649.012,-,12649012.0,,3667200.0,3667200.0,,12649012.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,4.374.505.975,2.136.043.640,7.550.641.521,3.386.162.841,-,4.374.505.975,6.300.522.320,4374505975.0,2136043640.0,7550641521.0,3386162841.0,,4374505975.0,6300522320.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,24.975.662,8.134.234.236,17.583.579.173,21.812.476.979,-,27.621.106,3.907.981.874,24975662.0,8134234236.0,17583579173.0,21812476979.0,,27621106.0,3907981874.0
Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,-,-,52.869.363,52.869.363,-,-,-,,,52869363.0,52869363.0,,,
Thuế bảo vệ môi trường vàcác loại thuế khác,Thuế bảo vệ môi trường vàcác loại thuế khác,Thuế bảo vệ môi trường vàcác loại thuế khác,-,17.043.824,19.633.500,9.000.000,-,-,27.677.324,,17043824.0,19633500.0,9000000.0,,,27677324.0
"Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác",5.184.759,281.421.945,11.476.968.346,1.307.564.930,(10.076.745),1.414.039,10.436.977.896,5184759.0,281421945.0,11476968346.0,1307564930.0,-10076745.0,1414039.0,10436977896.0
,,,4.417.315.408,124.863.584.650,224.217.718.228,130.514.531.570,(10.076.745),4.435.941.510,218.575.320.665,4417315408.0,124863584650.0,224217718228.0,130514531570.0,-10076745.0,4435941510.0,218575320665.0
