row_label_raw,row_label_full,31/12/2023 > Giá trịVND,31/12/2023 > Dự phòngVND,01/01/2023 (đã điều chỉnh) > Giá trịVND,01/01/2023 (đã điều chỉnh) > Dự phòngVND,numeric__31/12/2023 > Dự phòngVND,numeric__01/01/2023 (đã điều chỉnh) > Giá trịVND,numeric__01/01/2023 (đã điều chỉnh) > Dự phòngVND
545.053.250.912,545.053.250.912,545.053.250.912,(197.101.518.447),594.894.557.936,(198.623.923.916),-197101518447.0,594894557936.0,-198623923916.0
99.500.000.000,99.500.000.000,99.500.000.000,-,99.500.000.000,-,,99500000000.0,
138.451.358.600,138.451.358.600,138.451.358.600,-,138.451.358.600,-,,138451358600.0,
307.101.892.312,307.101.892.312,307.101.892.312,(197.101.518.447),356.943.199.336,(198.623.923.916),-197101518447.0,356943199336.0,-198623923916.0
120.000.000.000,120.000.000.000,120.000.000.000,-,120.000.000.000,-,,120000000000.0,
384.545.138.793,384.545.138.793,384.545.138.793,(205.147.652.851),384.480.689.793,(205.147.652.851),-205147652851.0,384480689793.0,-205147652851.0
340.554.155.578,340.554.155.578,340.554.155.578,-,298.735.678.335,-,,298735678335.0,
13.000.000.000,13.000.000.000,13.000.000.000,-,206.387.000.000,-,,206387000000.0,
115.822.558.428,115.822.558.428,115.822.558.428,(63.793.586.179),123.360.537.070,(33.824.497.417),-63793586179.0,123360537070.0,-33824497417.0
11.416.636.558,11.416.636.558,11.416.636.558,-,4.105.388.982,-,,4105388982.0,
2.694.833.301,2.694.833.301,2.694.833.301,-,2.871.892.821,-,,2871892821.0,
26.588.980.497,26.588.980.497,26.588.980.497,-,27.118.535.961,-,,27118535961.0,
24.608.281.936,24.608.281.936,24.608.281.936,-,29.675.628.330,-,,29675628330.0,
93.925.914.071,93.925.914.071,93.925.914.071,(59.828.260.598),79.464.069.179,(37.583.450.481),-59828260598.0,79464069179.0,-37583450481.0
1.678.209.750.074,1.678.209.750.074,1.678.209.750.074,(525.871.018.075),1.871.093.978.407,(475.179.524.665),-525871018075.0,1871093978407.0,-475179524665.0
266.000.000.000,266.000.000.000,266.000.000.000,-,266.000.000.000,-,,266000000000.0,
77.739.110.442,77.739.110.442,77.739.110.442,(10.700.000),70.375.910.775,-,-10700000.0,70375910775.0,
37.450.776.749,37.450.776.749,37.450.776.749,(771.804.079),38.511.723.187,-,-771804079.0,38511723187.0,
381.189.887.191,381.189.887.191,381.189.887.191,(782.504.079),374.887.633.962,-,-782504079.0,374887633962.0,
