row_label_raw,row_label_full,col_0,31/12/2023,01/01/2023(đã điều chỉnh),numeric__31/12/2023,numeric__01/01/2023(đã điều chỉnh)
,,,VND,VND,,
26.1 Ngân hạn,26.1 Ngân hạn,26.1 Ngân hạn,26.1 Ngân hạn,26.1 Ngân hạn,,
Tiền đặt cọc của khách hàng mua nhà,26.1 Ngân hạn > Tiền đặt cọc của khách hàng mua nhà,Tiền đặt cọc của khách hàng mua nhà,174.343.223.225,179.243.872.310,174343223225.0,179243872310.0
Tài sản thừa chờ giải quyết,26.1 Ngân hạn > Tài sản thừa chờ giải quyết,Tài sản thừa chờ giải quyết,30.564.022,30.564.022,30564022.0,30564022.0
Kinh phí công đoàn,26.1 Ngân hạn > Kinh phí công đoàn,Kinh phí công đoàn,7.543.202.639,4.175.250.919,7543202639.0,4175250919.0
Bảo hiểm xã hội,26.1 Ngân hạn > Bảo hiểm xã hội,Bảo hiểm xã hội,40.593.465.778,1.512.529.957,40593465778.0,1512529957.0
Phải trả nhân viên về chi phí công trình,26.1 Ngân hạn > Phải trả nhân viên về chi phí công trình,Phải trả nhân viên về chi phí công trình,35.673.530.214,35.848.484.340,35673530214.0,35848484340.0
"Tiền trợ cấp thời việc, thanh toán chế độ cho nhân viên","26.1 Ngân hạn > Tiền trợ cấp thời việc, thanh toán chế độ cho nhân viên","Tiền trợ cấp thời việc, thanh toán chế độ cho nhân viên",13.895.326.130,1.291.700.467,13895326130.0,1291700467.0
Thu hộ phí bảo trì dự án,26.1 Ngân hạn > Thu hộ phí bảo trì dự án,Thu hộ phí bảo trì dự án,19.702.447.882,17.930.765.443,19702447882.0,17930765443.0
Chuyển nhượng cổ phần Tiến Phát Sanyo Homes,26.1 Ngân hạn > Chuyển nhượng cổ phần Tiến Phát Sanyo Homes,Chuyển nhượng cổ phần Tiến Phát Sanyo Homes,18.000.000.000,48.000.000.000,18000000000.0,48000000000.0
"Nhận ký quỹ, ký cược ngân hạn","26.1 Ngân hạn > Nhận ký quỹ, ký cược ngân hạn","Nhận ký quỹ, ký cược ngân hạn",96.654.614.138,103.581.771.470,96654614138.0,103581771470.0
Lãi phạt thanh lý,26.1 Ngân hạn > Lãi phạt thanh lý,Lãi phạt thanh lý,21.341.529.062,15.194.242.422,21341529062.0,15194242422.0
Cổ tức lợi nhuận phải trả,26.1 Ngân hạn > Cổ tức lợi nhuận phải trả,Cổ tức lợi nhuận phải trả,411.280.195,411.280.195,411280195.0,411280195.0
Quỹ học bổng,26.1 Ngân hạn > Quỹ học bổng,Quỹ học bổng,2.000.000.000,-,2000000000.0,
Phải trả khác,26.1 Ngân hạn > Phải trả khác,Phải trả khác,13.843.058.966,11.683.560.008,13843058966.0,11683560008.0
,,,444.032.242.251,418.904.021.553,444032242251.0,418904021553.0
26.2 Dài hạn,26.2 Dài hạn,26.2 Dài hạn,26.2 Dài hạn,26.2 Dài hạn,,
"Nhận ký quỹ, ký cược dài hạn","26.2 Dài hạn > Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn",37.658.757.517,36.416.881.336,37658757517.0,36416881336.0
Thủ lao thành viên Hội đồng quản trị và Ban Kiểm soát,26.2 Dài hạn > Thủ lao thành viên Hội đồng quản trị và Ban Kiểm soát,Thủ lao thành viên Hội đồng quản trị và Ban Kiểm soát,-,2.222.639.130,,2222639130.0
Phải trả khác,26.2 Dài hạn > Phải trả khác,Phải trả khác,-,39.280.000,,39280000.0
,,,37.658.757.517,38.678.800.466,37658757517.0,38678800466.0
26.3 Số nợ quá hạn chưa thanh toàn,26.3 Số nợ quá hạn chưa thanh toàn,26.3 Số nợ quá hạn chưa thanh toàn,26.3 Số nợ quá hạn chưa thanh toàn,26.3 Số nợ quá hạn chưa thanh toàn,,
Tiền đặt cọc của khách hàng mua nhà,26.3 Số nợ quá hạn chưa thanh toàn > Tiền đặt cọc của khách hàng mua nhà,Tiền đặt cọc của khách hàng mua nhà,174.343.223.225,179.243.872.310,174343223225.0,179243872310.0
Bảo hiểm xã hội,26.3 Số nợ quá hạn chưa thanh toàn > Bảo hiểm xã hội,Bảo hiểm xã hội,35.333.669.317,-,35333669317.0,
Lãi phạt thanh lý,26.3 Số nợ quá hạn chưa thanh toàn > Lãi phạt thanh lý,Lãi phạt thanh lý,21.341.529.062,13.600.511.906,21341529062.0,13600511906.0
,,,231.018.421.604,192.844.384.216,231018421604.0,192844384216.0
26.4 Phải trả ngắn hạn khác với bên liên quan,26.4 Phải trả ngắn hạn khác với bên liên quan,26.4 Phải trả ngắn hạn khác với bên liên quan,26.4 Phải trả ngắn hạn khác với bên liên quan,26.4 Phải trả ngắn hạn khác với bên liên quan,,
Bà Bùi Ngọc Mai,26.4 Phải trả ngắn hạn khác với bên liên quan > Bà Bùi Ngọc Mai,Bà Bùi Ngọc Mai,-,91.479.452,,91479452.0
Ông Võ Minh Hoàng,26.4 Phải trả ngắn hạn khác với bên liên quan > Ông Võ Minh Hoàng,Ông Võ Minh Hoàng,1.417.911.700,-,1417911700.0,
,,,1.417.911.700,91.479.452,1417911700.0,91479452.0
