row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2023 > VND,01/01/2023 (đã điều chỉnh) > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2023 > VND,numeric__01/01/2023 (đã điều chỉnh) > VND
300,300,300,C. NỘ PHẢI TRẢ,,15.156.476.047.991,17.122.529.117.332,,,15156476047991.0,17122529117332.0
310,310,310,I. Nợ ngắn hạn,,13.703.264.560.386,15.374.804.124.351,,,13703264560386.0,15374804124351.0
311,311,311,1. Phải trả người bán ngắn hạn,21,4.801.022.541.177,5.280.712.363.486,,21.0,4801022541177.0,5280712363486.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,22,2.779.311.818.649,3.202.816.309.369,,22.0,2779311818649.0,3202816309369.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,23,218.575.320.665,124.863.584.650,,23.0,218575320665.0,124863584650.0
314,314,314,4. Phải trả người lao động,,452.365.149.381,449.221.993.837,,,452365149381.0,449221993837.0
315,315,315,5. Chi phí phải trả ngắn hạn,24,916.049.825.475,717.254.724.101,,24.0,916049825475.0,717254724101.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,25,44.800.390.678,36.049.337.138,,25.0,44800390678.0,36049337138.0
319,319,319,7. Phải trả ngắn hạn khác,26,444.032.242.251,418.904.021.553,,26.0,444032242251.0,418904021553.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,27,3.995.332.055.693,5.104.310.456.114,,27.0,3995332055693.0,5104310456114.0
321,321,321,9. Dự phòng phải trả ngắn hạn,28,49.119.084.490,37.722.270.047,,28.0,49119084490.0,37722270047.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,2.656.131.927,2.949.064.056,,,2656131927.0,2949064056.0
330,330,330,II. Nợ dài hạn,,1.453.211.487.605,1.747.724.992.981,,,1453211487605.0,1747724992981.0
337,337,337,1. Phải trả dài hạn khác,26,37.658.757.517,38.678.800.466,,26.0,37658757517.0,38678800466.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,27,722.676.321.906,1.026.588.080.458,,27.0,722676321906.0,1026588080458.0
341,341,341,3. Thuế thu nhập hoãn lại phải trả,41,491.505.757.177,464.045.854.000,,41.0,491505757177.0,464045854000.0
342,342,342,4. Dự phòng phải trả dài hạn,28,201.370.651.005,218.412.258.057,,28.0,201370651005.0,218412258057.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,93.380.988.230,1.191.370.133.817,,,93380988230.0,1191370133817.0
410,410,410,I. Vốn chủ sở hữu,29,93.380.988.230,1.191.370.133.817,,29.0,93380988230.0,1191370133817.0
411,411,411,1. Vốn góp của chủ sở hữu,,2.741.332.700.000,2.741.332.700.000,,,2741332700000.0,2741332700000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.741.332.700.000,2.741.332.700.000,,,2741332700000.0,2741332700000.0
412,412,412,2. Thặng dư vốn cổ phần,,458.969.112.981,458.969.112.981,,,458969112981.0,458969112981.0
417,417,417,3. Chênh lệch tỷ giá hối đoái,,56.445.099,56.445.099,,,56445099.0,56445099.0
418,418,418,4. Quỹ đầu tư phát triển,,96.836.842.472,96.836.842.472,,,96836842472.0,96836842472.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,(3.240.326.644.959),(2.128.479.367.200),,,-3240326644959.0,-2128479367200.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,(2.131.503.355.907),478.267.810.019,,,-2131503355907.0,478267810019.0
421b,421b,421b,- LNST chưa phân phối năm nay,,(1.108.823.289.052),(2.606.747.177.219),,,-1108823289052.0,-2606747177219.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,,36.512.532.637,22.654.400.465,,,36512532637.0,22654400465.0
