row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm 2023 > VND,Năm 2022(đã điều chỉnh) > VND,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm 2023 > VND,numeric__Năm 2022(đã điều chỉnh) > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,31,7.542.214.414.041,14.154.109.474.056,,31.0,7542214414041.0,14154109474056.0
02,02,02,2. Các khoản giảm trừ doanh thu,32,5.117.833.195,5.146.457.542,,32.0,5117833195.0,5146457542.0
10,10,10,4. Doanh thu thuần bán hàng và cung cấp dịch vụ,,7.537.096.580.846,14.148.963.016.514,,,7537096580846.0,14148963016514.0
11,11,11,5. Giá vốn hàng bán,33,7.293.009.825.276,13.707.358.147.471,,33.0,7293009825276.0,13707358147471.0
20,20,20,6. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,244.086.755.570,441.604.869.043,,,244086755570.0,441604869043.0
21,21,21,7. Doanh thu hoạt động tài chính,34,74.274.693.895,23.998.697.066,,34.0,74274693895.0,23998697066.0
22,22,22,8. Chỉ phí tài chính,35,559.457.321.904,520.637.454.512,,35.0,559457321904.0,520637454512.0
23,23,23,Trong đó: Chỉ phí lãi vay,,557.095.371.780,519.852.290.250,,,557095371780.0,519852290250.0
24,24,24,"9. Phản lãi hoặc lỗ trong công ty liên doanh,liên kết",,(37.876.217.593),4.732.900.318,,,-37876217593.0,4732900318.0
25,25,25,10. Chỉ phí bán hàng,36,38.746.415.801,39.135.616.629,,36.0,38746415801.0,39135616629.0
26,26,26,11. Chỉ phí quản lý doanh nghiệp,37,757.700.729.472,2.245.227.361.675,,37.0,757700729472.0,2245227361675.0
30,30,30,12. Lợi nhuận thuần từ hoạt động kinh doanh,,(1.075.419.235.305),(2.334.663.966.389),,,-1075419235305.0,-2334663966389.0
31,31,31,13. Thu nhập khác,38,53.027.033.303,54.512.395.692,,38.0,53027033303.0,54512395692.0
32,32,32,14. Chỉ phí khác,39,57.424.590.224,52.780.746.298,,39.0,57424590224.0,52780746298.0
40,40,40,15. Lợi nhuận khác,,(4.397.556.921),1.731.649.394,,,-4397556921.0,1731649394.0
50,50,50,16. Tổng lợi nhuận kế toán trước thuế,,(1.079.816.792.226),(2.332.932.316.995),,,-1079816792226.0,-2332932316995.0
51,51,51,17. Chỉ phí thuế TNDN hiện hành,40,7.545.441.521,3.806.067.482,,40.0,7545441521.0,3806067482.0
52,52,52,18. Chỉ phí thuế TNDN hoãn lại,41,27.975.288.521,273.047.730.111,,41.0,27975288521.0,273047730111.0
60,60,60,19. Lợi nhuận sau thuế TNDN,,(1.115.337.522.268),(2.609.786.114.588),,,-1115337522268.0,-2609786114588.0
61,61,61,20. Lợi nhuận sau thuế của công ty mẹ,,(1.110.747.492.552),(2.606.145.518.734),,,-1110747492552.0,-2606145518734.0
62,62,62,21. Lợi nhuận sau thuế của cổ đôngkhông kiểm soát,,(4.590.029.716),(3.640.595.854),,,-4590029716.0,-3640595854.0
