row_label_raw,row_label_full,31/12/2023 > Giá trị,31/12/2023 > Dự phòng,01/01/2023 (đã diêu chính) > Giá trị,01/01/2023 (đã diêu chính) > Dự phòng,numeric__31/12/2023 > Dự phòng,numeric__01/01/2023 (đã diêu chính) > Giá trị,numeric__01/01/2023 (đã diêu chính) > Dự phòng
VND,VND,VND,VND,VND,VND,,,
34.288.228.721,VND > 34.288.228.721,34.288.228.721,-,47.730.268.261,-,,47730268261.0,
21.521.220.215,VND > 21.521.220.215,21.521.220.215,-,25.400.995.761,-,,25400995761.0,
8.471.294.190,VND > 8.471.294.190,8.471.294.190,-,17.600.471.689,-,,17600471689.0,
4.295.714.316,VND > 4.295.714.316,4.295.714.316,-,4.728.800.811,-,,4728800811.0,
1.051.402.783.306,VND > 1.051.402.783.306,1.051.402.783.306,(108.050.910.417),1.023.616.115.972,(163.404.286.557),-108050910417.0,1023616115972.0,-163404286557.0
57.845.394.972,VND > 57.845.394.972,57.845.394.972,-,139.382.985.391,-,,139382985391.0,
60.000.000.000,VND > 60.000.000.000,60.000.000.000,-,60.000.000.000,-,,60000000000.0,
16.454.825.367,VND > 16.454.825.367,16.454.825.367,-,58.202.041.970,-,,58202041970.0,
81.569.356.877,VND > 81.569.356.877,81.569.356.877,-,10.585.763.000,-,,10585763000.0,
62.688.478.471,VND > 62.688.478.471,62.688.478.471,-,48.448.870.650,-,,48448870650.0,
109.879.740.554,VND > 109.879.740.554,109.879.740.554,(105.324.873.301),109.879.740.554,(109.879.740.554),-105324873301.0,109879740554.0,-109879740554.0
662.964.987.065,VND > 662.964.987.065,662.964.987.065,(2.726.037.116),597.136.714.407,(53.524.546.003),-2726037116.0,597136714407.0,-53524546003.0
1.085.691.012.027,VND > 1.085.691.012.027,1.085.691.012.027,(108.050.910.417),1.071.346.384.233,(163.404.286.557),-108050910417.0,1071346384233.0,-163404286557.0
