row_label_raw,row_label_full,col_0,31/12/2023,31/12/2023_1,01/01/2023,01/01/2023_1,numeric__31/12/2023,numeric__31/12/2023_1,numeric__01/01/2023,numeric__01/01/2023_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
"Nguyên liệu,vật liệu","Nguyên liệu,vật liệu","Nguyên liệu,vật liệu",559.414.866.045,-,470.523.627.120,(2.707.682.564),559414866045.0,,470523627120.0,-2707682564.0
"Công cụ,dụng cụ","Công cụ,dụng cụ","Công cụ,dụng cụ",17.696.284.062,(34.586.144),21.371.825.802,-,17696284062.0,-34586144.0,21371825802.0,
Chi phí sản xuấtkinh doanh đở dang,Chi phí sản xuấtkinh doanh đở dang,Chi phí sản xuấtkinh doanh đở dang,1.632.770.957.892,(32.714.898.589),1.607.827.291.600,(30.744.235.250),1632770957892.0,-32714898589.0,1607827291600.0,-30744235250.0
- Bất động sản(°),- Bất động sản(°),- Bất động sản(°),1.109.676.226.781,-,1.080.641.702.722,-,1109676226781.0,,1080641702722.0,
- Xây lắp,- Xây lắp,- Xây lắp,399.446.058.847,(32.178.969.586),338.426.587.620,(30.744.235.250),399446058847.0,-32178969586.0,338426587620.0,-30744235250.0
- Phát triểnkhu côngnghiệp,- Phát triểnkhu côngnghiệp,- Phát triểnkhu côngnghiệp,91.712.558.171,-,146.990.252.463,-,91712558171.0,,146990252463.0,
- Khác,- Khác,- Khác,31.936.114.093,(535.929.003),41.768.748.795,-,31936114093.0,-535929003.0,41768748795.0,
Thành phẩm,Thành phẩm,Thành phẩm,24.939.626.598,(21.966.775.160),24.789.736.199,(21.966.775.160),24939626598.0,-21966775160.0,24789736199.0,-21966775160.0
Hàng hoá,Hàng hoá,Hàng hoá,98.551.292.526,(723.113.389),149.203.345.900,(505.129.895),98551292526.0,-723113389.0,149203345900.0,-505129895.0
Hàng gửi đi bản,Hàng gửi đi bản,Hàng gửi đi bản,174.419.843,-,174.419.843,-,174419843.0,,174419843.0,
,,,2.333.547.446.966,(55.439.373.282),2.273.890.246.464,(55.923.822.869),2333547446966.0,-55439373282.0,2273890246464.0,-55923822869.0
