row_label_raw,row_label_full,col_0,col_1,01/01/2023 > Giá trị,01/01/2023 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2023 > Do thoái vốn tại công ty con,31/12/2023 > Giá trị,numeric__col_1,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2023 > Do thoái vốn tại công ty con,numeric__31/12/2023 > Giá trị
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
27.1,27.1,27.1,Vay ngắn hạn (i),,,,,,,,,,,,,
27.1,27.1 > 27.1,27.1,Vay ngắn hạn,5.062.025.967.856,5.062.025.967.856,3.295.260.763.168,4.375.067.938.363,(700.000.000),3.981.518.792.661,,5062025967856.0,5062025967856.0,3295260763168.0,4375067938363.0,-700000000.0,3981518792661.0
27.1,27.1 > 27.1,27.1,Vay và nợ dài hạn đến hạn trả,42.284.488.258,42.284.488.258,13.813.263.031,42.284.488.257,-,13.813.263.032,,42284488258.0,42284488258.0,13813263031.0,42284488257.0,,13813263032.0
27.1,27.1 > 27.1,27.1,,5.104.310.456.114,5.104.310.456.114,3.309.074.026.199,4.417.352.426.620,(700.000.000),3.995.332.055.693,,5104310456114.0,5104310456114.0,3309074026199.0,4417352426620.0,-700000000.0,3995332055693.0
27.2,27.2,27.2,Vay dài hạn,,,,,,,,,,,,,
27.2,27.2 > 27.2,27.2,Vay dài hạn (ii),103.698.979.683,103.698.979.683,-,53.989.214.249,-,49.709.765.434,,103698979683.0,103698979683.0,,53989214249.0,,49709765434.0
27.2,27.2 > 27.2,27.2,Trải phiếu thưởng (iii),961.677.333.333,961.677.333.333,2.317.333.335,280.000.000.000,-,683.994.666.668,,961677333333.0,961677333333.0,2317333335.0,280000000000.0,,683994666668.0
27.2,27.2 > 27.2,27.2,Nợ thuê tài chính dài hạn (iv),3.496.255.700,3.496.255.700,-,711.102.864,-,2.785.152.836,,3496255700.0,3496255700.0,,711102864.0,,2785152836.0
27.2,27.2 > 27.2,27.2,,1.068.872.568.716,1.068.872.568.716,2.317.333.335,334.700.317.113,-,736.489.584.938,,1068872568716.0,1068872568716.0,2317333335.0,334700317113.0,,736489584938.0
27.2,27.2 > 27.2,27.2,Khoản đến hạn trả trong 12 tháng,(42.284.488.258),(42.284.488.258),(13.813.263.031),(42.284.488.257),-,(13.813.263.032),,-42284488258.0,-42284488258.0,-13813263031.0,-42284488257.0,,-13813263032.0
27.2,27.2 > 27.2,27.2,Khoản đến hạn trả sau 12 tháng,1.026.588.080.458,1.026.588.080.458,,,,722.676.321.906,,1026588080458.0,1026588080458.0,,,,722676321906.0
