row_label_raw,row_label_full,col_0,col_1,01/01/2023,01/01/2023_1,Trong nam,Trong nam_1,31/12/2023,31/12/2023_1,numeric__col_1,numeric__01/01/2023,numeric__01/01/2023_1,numeric__Trong nam,numeric__Trong nam_1,numeric__31/12/2023,numeric__31/12/2023_1
,,,,Giá tri,Dự phòng,Tăng,Giảm,Giá tri,Dự phòng,,,,,,,
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
9.1,9.1,9.1,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,,,
9.1,9.1 > 9.1,9.1,Bên liên quan,41.886.000.000,-,95.000.000,40.191.110.000,1.789.890.000,-,,41886000000.0,,95000000.0,40191110000.0,1789890000.0,
9.1,9.1 > 9.1,9.1,Ông Lê Viết Hòa,40.096.000.000,-,95.000.000,40.191.000.000,-,-,,40096000000.0,,95000000.0,40191000000.0,,
9.1,9.1 > 9.1,9.1,Ông Võ Minh Hoàng,1.789.890.000,-,-,-,1.789.890.000,-,,1789890000.0,,,,1789890000.0,
9.1,9.1 > 9.1,9.1,Ông Nguyễn Trung Kiên,110.000,-,-,110.000,-,-,,110000.0,,,110000.0,,
9.1,9.1 > 9.1,9.1,Bên khác,70.607.272.936,(45.194.562.294),1.594.981.345,7.000.000.000,65.202.254.281,(45.217.562.294),,70607272936.0,-45194562294.0,1594981345.0,7000000000.0,65202254281.0,-45217562294.0
9.1,9.1 > 9.1,9.1,Công ty TNHH Địa ốc Chấn Trới Mới,36.437.313.395,(36.437.313.395),-,-,36.437.313.395,(36.437.313.395),,36437313395.0,-36437313395.0,,,36437313395.0,-36437313395.0
9.1,9.1 > 9.1,9.1,Công ty TNHH MTV Tư vấn Đầu tư,25.000.000.000,-,-,7.000.000.000,18.000.000.000,-,,25000000000.0,,,7000000000.0,18000000000.0,
9.1,9.1,9.1,Bất động sản Sài Gòn,Bất động sản Sài Gòn,Bất động sản Sài Gòn,Bất động sản Sài Gòn,Bất động sản Sài Gòn,Bất động sản Sài Gòn,Bất động sản Sài Gòn,,,,,,,
9.1,9.1 > 9.1,9.1,Các đối tượng khác,9.169.959.541,(8.757.248.899),1.594.981.345,-,10.764.940.886,(8.780.248.899),,9169959541.0,-8757248899.0,1594981345.0,,10764940886.0,-8780248899.0
9.1,9.1 > 9.1,9.1,,112.493.272.936,(45.194.562.294),1.689.981.345,47.191.110.000,66.992.144.281,(45.217.562.294),,112493272936.0,-45194562294.0,1689981345.0,47191110000.0,66992144281.0,-45217562294.0
9.2,9.2,9.2,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,,,,,,
9.2,9.2 > 9.2,9.2,Bên khác,30.000.000.000,-,-,30.000.000.000,-,-,,30000000000.0,,,30000000000.0,,
9.2,9.2 > 9.2,9.2,Ông Hoàng Đặng Minh Tuân,30.000.000.000,-,-,30.000.000.000,-,-,,30000000000.0,,,30000000000.0,,
9.2,9.2 > 9.2,9.2,,30.000.000.000,-,-,30.000.000.000,-,-,,30000000000.0,,,30000000000.0,,
