row_label_raw,row_label_full,col_0,31/12/2023,01/01/2023,numeric__31/12/2023,numeric__01/01/2023
,,,VND,VND,,
14.1 Ngắn hạn,14.1 Ngắn hạn,14.1 Ngắn hạn,14.1 Ngắn hạn,14.1 Ngắn hạn,,
Công cụ dụng cụ xuất dùng,14.1 Ngắn hạn > Công cụ dụng cụ xuất dùng,Công cụ dụng cụ xuất dùng,3.881.447.318,80.200.358.172,3881447318.0,80200358172.0
Chi phí trả trước ngắn hạn khác,14.1 Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,12.100.893.989,12.181.820.206,12100893989.0,12181820206.0
,,,15.982.341.307,92.382.178.378,15982341307.0,92382178378.0
14.2 Dải hạn,14.2 Dải hạn,14.2 Dải hạn,14.2 Dải hạn,14.2 Dải hạn,,
Công cụ dụng cụ xuất dùng,14.2 Dải hạn > Công cụ dụng cụ xuất dùng,Công cụ dụng cụ xuất dùng,21.403.746.823,70.608.937.869,21403746823.0,70608937869.0
Tiền thuê đất,14.2 Dải hạn > Tiền thuê đất,Tiền thuê đất,84.543.589.867,102.098.281.441,84543589867.0,102098281441.0
Chi phí môi giới,14.2 Dải hạn > Chi phí môi giới,Chi phí môi giới,94.780.877.506,107.941.842.265,94780877506.0,107941842265.0
Phí bảo lãnh ngân hàng,14.2 Dải hạn > Phí bảo lãnh ngân hàng,Phí bảo lãnh ngân hàng,9.662.770.079,20.999.572.312,9662770079.0,20999572312.0
Chi phí trả trước dài hạn khác,14.2 Dải hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,42.632.090.874,45.892.542.968,42632090874.0,45892542968.0
,,,253.023.075.149,347.541.176.855,253023075149.0,347541176855.0
