row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.038.874,991.083,1038874.0,991083.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,901.390,875.468,901390.0,875468.0
Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,80.278,69.208,80278.0,69208.0
Chi ăn ca,Chi ăn ca,Chi ăn ca,36.607,34.421,36607.0,34421.0
Chi trợ cấp,Chi trợ cấp,Chi trợ cấp,20.599,11.986,20599.0,11986.0
Chi phí về tài sản,Chi phí về tài sản,Chi phí về tài sản,518.873,494.552,518873.0,494552.0
Chi phí thuê văn phòng,Chi phí thuê văn phòng,Chi phí thuê văn phòng,261.543,257.699,261543.0,257699.0
Bảo dưỡng và sửa chữa tài sản,Bảo dưỡng và sửa chữa tài sản,Bảo dưỡng và sửa chữa tài sản,128.314,115.194,128314.0,115194.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,88.410,89.243,88410.0,89243.0
Mua sắm công cụ lao động,Mua sắm công cụ lao động,Mua sắm công cụ lao động,33.255,27.702,33255.0,27702.0
Chi mua bảo hiểm tài sản,Chi mua bảo hiểm tài sản,Chi mua bảo hiểm tài sản,7.351,4.714,7351.0,4714.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,448.789,344.228,448789.0,344228.0
"Chi hội nghị, lễ tân, khách tiết","Chi hội nghị, lễ tân, khách tiết","Chi hội nghị, lễ tân, khách tiết",152.747,119.031,152747.0,119031.0
"Chi xuất bản tài liệu, quảng cáo","Chi xuất bản tài liệu, quảng cáo","Chi xuất bản tài liệu, quảng cáo",63.078,47.456,63078.0,47456.0
Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,52.416,50.527,52416.0,50527.0
"Chi điện nước, vệ sinh cơ quan","Chi điện nước, vệ sinh cơ quan","Chi điện nước, vệ sinh cơ quan",41.606,42.900,41606.0,42900.0
"Chi vật liệu, giấy tờ in","Chi vật liệu, giấy tờ in","Chi vật liệu, giấy tờ in",19.596,19.941,19596.0,19941.0
"Chi đào tạo, huấn luyện","Chi đào tạo, huấn luyện","Chi đào tạo, huấn luyện",17.408,680,17408.0,680.0
Công tác phí,Công tác phí,Công tác phí,14.094,7.099,14094.0,7099.0
"Chi nghiền cứu và ứng dụng khoa học công nghệ, sáng kiến, cải tiến","Chi nghiền cứu và ứng dụng khoa học công nghệ, sáng kiến, cải tiến","Chi nghiền cứu và ứng dụng khoa học công nghệ, sáng kiến, cải tiến",9.145,-,9145.0,
Chi bưu phí và điện thoại,Chi bưu phí và điện thoại,Chi bưu phí và điện thoại,8.501,8.166,8501.0,8166.0
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",2.885,1.529,2885.0,1529.0
"Chi phí thanh tra, kiểm tra hoạt động tổ chức tín dụng","Chi phí thanh tra, kiểm tra hoạt động tổ chức tín dụng","Chi phí thanh tra, kiểm tra hoạt động tổ chức tín dụng",979,1.775,979.0,1775.0
(Hoàn nhập)/trích lập dự phòng rủi ro cho các tài sản có nội bằng khác,(Hoàn nhập)/trích lập dự phòng rủi ro cho các tài sản có nội bằng khác,(Hoàn nhập)/trích lập dự phòng rủi ro cho các tài sản có nội bằng khác,(11.044),18.216,-11044.0,18216.0
Hoàn nhập dự phòng giảm giá đầu tư dài hạn,Hoàn nhập dự phòng giảm giá đầu tư dài hạn,Hoàn nhập dự phòng giảm giá đầu tư dài hạn,-,(16.654),,-16654.0
Các khoản chi phí khác,Các khoản chi phí khác,Các khoản chi phí khác,77.378,43.562,77378.0,43562.0
,,,2.006.536,1.829.863,2006536.0,1829863.0
