row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải thu nghiệp vụ liên quan LC UPAS,Phải thu nghiệp vụ liên quan LC UPAS,Phải thu nghiệp vụ liên quan LC UPAS,1.894.749,188.785,1894749.0,188785.0
Phải thu giao dịch thể,Phải thu giao dịch thể,Phải thu giao dịch thể,416.064,464.969,416064.0,464969.0
Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,127.102,137.632,127102.0,137632.0
Tạm ứng mua sắm tài sản (i),Tạm ứng mua sắm tài sản (i),Tạm ứng mua sắm tài sản (i),119.133,81.277,119133.0,81277.0
Phải thu từ nghiệp vụ bán nợ (ii),Phải thu từ nghiệp vụ bán nợ (ii),Phải thu từ nghiệp vụ bán nợ (ii),87.447,132.865,87447.0,132865.0
"Phải thu giao dịch mua, bán ngoại tệ chờ xử lý","Phải thu giao dịch mua, bán ngoại tệ chờ xử lý","Phải thu giao dịch mua, bán ngoại tệ chờ xử lý",86.979,-,86979.0,
Tạm ứng chi phí hoạt động cho đối tác,Tạm ứng chi phí hoạt động cho đối tác,Tạm ứng chi phí hoạt động cho đối tác,79.425,94.130,79425.0,94130.0
"Đặt cọc, ký quý, thế chấp, cảm cố","Đặt cọc, ký quý, thế chấp, cảm cố","Đặt cọc, ký quý, thế chấp, cảm cố",70.325,66.846,70325.0,66846.0
Phải thu tiền xử lý tài sản theo thi hành án,Phải thu tiền xử lý tài sản theo thi hành án,Phải thu tiền xử lý tài sản theo thi hành án,57.120,-,57120.0,
Phải thu bán chứng khoán (iii),Phải thu bán chứng khoán (iii),Phải thu bán chứng khoán (iii),36.228,89.728,36228.0,89728.0
Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,16.049,74.210,16049.0,74210.0
Phải thu Công ty Cổ phần Đầu tư Bất động sảnAn Bình (iv),Phải thu Công ty Cổ phần Đầu tư Bất động sảnAn Bình (iv),Phải thu Công ty Cổ phần Đầu tư Bất động sảnAn Bình (iv),13.245,13.245,13245.0,13245.0
Thuế giá trị gia tăng đầu vào,Thuế giá trị gia tăng đầu vào,Thuế giá trị gia tăng đầu vào,9.368,-,9368.0,
Phải thu tiền đặt cọc quyền mua cổ phần Công tyCổ phần Dược phẩm Viễn Đông (DVD) (v),Phải thu tiền đặt cọc quyền mua cổ phần Công tyCổ phần Dược phẩm Viễn Đông (DVD) (v),Phải thu tiền đặt cọc quyền mua cổ phần Công tyCổ phần Dược phẩm Viễn Đông (DVD) (v),5.225,5.225,5225.0,5225.0
Phải thu liên quan đến góp vốn đầu tư -EVN Tây Nguyên,Phải thu liên quan đến góp vốn đầu tư -EVN Tây Nguyên,Phải thu liên quan đến góp vốn đầu tư -EVN Tây Nguyên,3.333,3.333,3333.0,3333.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,39.924,39.256,39924.0,39256.0
,,,3.061.716,1.391.501,3061716.0,1391501.0
