row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,16.817.811,15.344.448,16817811.0,15344448.0
Trái phiếu Chính phủ (a),Trái phiếu Chính phủ (a),Trái phiếu Chính phủ (a),9.137.436,1.983.586,9137436.0,1983586.0
Trái phiếu do các TCTD khác trong nước phát hành (b),Trái phiếu do các TCTD khác trong nước phát hành (b),Trái phiếu do các TCTD khác trong nước phát hành (b),2.871.130,4.942.308,2871130.0,4942308.0
Trái phiếu do các tổ chức kinh tế khác trong nước phát hành (c),Trái phiếu do các tổ chức kinh tế khác trong nước phát hành (c),Trái phiếu do các tổ chức kinh tế khác trong nước phát hành (c),4.809.245,8.418.554,4809245.0,8418554.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,2.400,2.400,2400.0,2400.0
Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,2.400,2.400,2400.0,2400.0
,,,16.820.211,15.346.848,16820211.0,15346848.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,,,,
Dự phòng giảm giá,Dự phòng rủi ro chứng khoán sẵn sàng để bán > Dự phòng giảm giá,Dự phòng giảm giá,(2.400),(3.139),-2400.0,-3139.0
Dự phòng chung,Dự phòng rủi ro chứng khoán sẵn sàng để bán > Dự phòng chung,Dự phòng chung,(36.069),(61.226),-36069.0,-61226.0
,,,(38.469),(64.365),-38469.0,-64365.0
