row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.702.405,1.958.809,1702405.0,1958809.0
Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng và các công ty con,Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng và các công ty con,Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng và các công ty con,340.481,391.762,340481.0,391762.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,,,
- Chi phí không được trừ,Các khoản điều chỉnh tăng: > - Chi phí không được trừ,- Chi phí không được trừ,17.012,11.492,17012.0,11492.0
- Điều chỉnh tăng thu nhập chịu thuế,Các khoản điều chỉnh tăng: > - Điều chỉnh tăng thu nhập chịu thuế,- Điều chỉnh tăng thu nhập chịu thuế,668,-,668.0,
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,,,
- Thu nhập từ cổ tức không chịu thuế,Các khoản điều chỉnh giảm: > - Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(5.291),(1.322),-5291.0,-1322.0
- Các khoản điều chỉnh làm giảm lợi nhuận trước thuế khác,Các khoản điều chỉnh giảm: > - Các khoản điều chỉnh làm giảm lợi nhuận trước thuế khác,- Các khoản điều chỉnh làm giảm lợi nhuận trước thuế khác,(7.195),-,-7195.0,
- Thuế TNDN được giảm,Các khoản điều chỉnh giảm: > - Thuế TNDN được giảm,- Thuế TNDN được giảm,-,(3.101),,-3101.0
Chi phí thuế TNDN vớc tính trong năm,Các khoản điều chỉnh giảm: > Chi phí thuế TNDN vớc tính trong năm,Chi phí thuế TNDN vớc tính trong năm,345.675,398.831,345675.0,398831.0
