row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022%/năm,Ngày 31 tháng 12năm 2021%/năm,numeric__Ngày 31 tháng 12năm 2022%/năm,numeric__Ngày 31 tháng 12năm 2021%/năm
Bằng VND,Bằng VND,Bằng VND,"3,66 - 12,18","1,20 - 4,70",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"1,89 - 6,94","0,20 - 3,23",,
