row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,4.648.064.809.831,4.924.007.629.386,,,4648064809831.0,4924007629386.0
310,310,310,I. Nợ ngắn hạn,,4.628.609.746.466,4.101.766.139.137,,,4628609746466.0,4101766139137.0
311,311,311,1. Phải trả người bán ngắn hạn,13.1,1.367.654.722.815,1.270.725.405.831,,131.0,1367654722815.0,1270725405831.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,13.2,63.658.086.465,45.318.459.416,,132.0,63658086465.0,45318459416.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,14,51.633.909.851,57.264.667.169,,14.0,51633909851.0,57264667169.0
314,314,314,4. Phải trả người lao động,,147.960.435.760,119.048.225.444,,,147960435760.0,119048225444.0
315,315,315,5. Chi phí phải trả ngắn hạn,15,33.554.390.426,48.929.103.605,,15.0,33554390426.0,48929103605.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,16,103.319.361.971,109.375.837.940,,16.0,103319361971.0,109375837940.0
319,319,319,7. Phải trả ngắn hạn khác,17,384.688.787.493,18.711.546.569,,17.0,384688787493.0,18711546569.0
320,320,320,8. Vay ngắn hạn,18,2.376.947.182.563,2.374.628.430.111,,18.0,2376947182563.0,2374628430111.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",19,99.192.869.122,57.764.463.052,,19.0,99192869122.0,57764463052.0
330,330,330,II. Nợ dài hạn,,19.455.063.365,822.241.490.249,,,19455063365.0,822241490249.0
338,338,338,1. Vay dài hạn,18,-,807.534.679.021,,18.0,,807534679021.0
342,342,342,2. Dự phòng phải trả dài hạn,20,14.422.063.365,13.329.071.395,,20.0,14422063365.0,13329071395.0
343,343,343,3. Quỹ phát triển khoa học và công nghệ,,5.033.000.000,1.377.739.833,,,5033000000.0,1377739833.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.392.466.206.858,5.364.557.060.619,,,5392466206858.0,5364557060619.0
410,410,410,I. Vốn chủ sở hữu,,5.392.466.206.858,5.364.557.060.619,,,5392466206858.0,5364557060619.0
411,411,411,1. Vốn cổ phần,21.1,3.815.899.110.000,3.815.899.110.000,,211.0,3815899110000.0,3815899110000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.815.899.110.000,3.815.899.110.000,,,3815899110000.0,3815899110000.0
412,412,412,2. Thặng dư vốn cổ phần,21.1,70.790.410.045,70.790.410.045,,211.0,70790410045.0,70790410045.0
415,415,415,3. Cổ phiếu quỹ,21.1,(902.752.100),(902.752.100),,211.0,-902752100.0,-902752100.0
418,418,418,4. Quỹ đầu tư phát triển,21.1,770.212.709.128,615.884.709.128,,211.0,770212709128.0,615884709128.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,21.1,727.675.817.174,854.377.493.428,,211.0,727675817174.0,854377493428.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,119.944.200.228,114.014.297.616,,,119944200228.0,114014297616.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,607.731.616.946,740.363.195.812,,,607731616946.0,740363195812.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,21.4,8.790.912.611,8.508.090.118,,214.0,8790912611.0,8508090118.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,10.040.531.016.689,10.288.564.690.005,,,10040531016689.0,10288564690005.0
