row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,2.332.897.939.091,2.074.213.913.501,,,2332897939091.0,2074213913501.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,1.078.523.895.908,817.726.792.259,,4.0,1078523895908.0,817726792259.0
111,111,111,1. Tiền,,678.002.242.263,542.225.025.136,,,678002242263.0,542225025136.0
112,112,112,2. Các khoản tương đương tiền,,400.521.653.645,275.501.767.123,,,400521653645.0,275501767123.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,13.884.098.881,13.000.804.151,,,13884098881.0,13000804151.0
121,121,121,1. Chứng khoán kinh doanh,5.1,804.151,804.151,,51.0,804151.0,804151.0
123,123,123,2. Đầu tư nằm giữ đến ngày đáo hạn,5.2,13.883.294.730,13.000.000.000,,52.0,13883294730.0,13000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,489.301.599.320,499.423.891.011,,,489301599320.0,499423891011.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,351.469.765.608,375.595.830.993,,61.0,351469765608.0,375595830993.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,19.876.027.639,34.118.672.687,,62.0,19876027639.0,34118672687.0
136,136,136,3. Phải thu ngắn hạn khác,7,117.894.621.011,89.709.387.331,,7.0,117894621011.0,89709387331.0
139,139,139,4. Tài sản thiếu chờ xử lý,,61.185.062,-,,,61185062.0,
140,140,140,IV. Hàng tồn kho,,716.899.613.489,728.968.458.953,,,716899613489.0,728968458953.0
141,141,141,1. Hàng tồn kho,8,762.755.335.321,758.951.174.324,,8.0,762755335321.0,758951174324.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,8,(45.855.721.832),(29.982.715.371),,8.0,-45855721832.0,-29982715371.0
150,150,150,V. Tài sản ngắn hạn khác,,34.288.731.493,15.093.967.127,,,34288731493.0,15093967127.0
151,151,151,1. Chi phí trả trước ngắn hạn,9,3.995.817.866,2.333.150.250,,9.0,3995817866.0,2333150250.0
152,152,152,2. Thuế GTGT được khấu trừ,,22.771.019.690,12.679.107.940,,,22771019690.0,12679107940.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,7.521.893.937,81.708.937,,,7521893937.0,81708937.0
