row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
Nợ ngắn hạn,Nợ ngắn hạn,Nợ ngắn hạn,434.373.690,384.355.979,434373690.0,384355979.0
Nợ trung hạn,Nợ trung hạn,Nợ trung hạn,43.091.944,48.461.992,43091944.0,48461992.0
Nợ dài hạn,Nợ dài hạn,Nợ dài hạn,362.322.627,301.888.920,362322627.0,301888920.0
,,,839.788.261,734.706.891,839788261.0,734706891.0
Phân tích dư nợ theo loại hình doanh nghiệp như sau:,Phân tích dư nợ theo loại hình doanh nghiệp như sau:,Phân tích dư nợ theo loại hình doanh nghiệp như sau:,Phân tích dư nợ theo loại hình doanh nghiệp như sau:,Phân tích dư nợ theo loại hình doanh nghiệp như sau:,,
,,,31/12/2020Triệu VND,31/12/2019Triệu VND,,
Doanh nghiệp nhà nước,Phân tích dư nợ theo loại hình doanh nghiệp như sau: > Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,66.893.804,61.597.154,66893804.0,61597154.0
Công ty trách nhiệm hữu hạn,Phân tích dư nợ theo loại hình doanh nghiệp như sau: > Công ty trách nhiệm hữu hạn,Công ty trách nhiệm hữu hạn,155.046.852,139.575.487,155046852.0,139575487.0
Doanh nghiệp có vốn đầu tư nước ngoài,Phân tích dư nợ theo loại hình doanh nghiệp như sau: > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,52.121.844,43.644.729,52121844.0,43644729.0
Hợp tác xã và công ty tư nhân,Phân tích dư nợ theo loại hình doanh nghiệp như sau: > Hợp tác xã và công ty tư nhân,Hợp tác xã và công ty tư nhân,2.653.308,2.268.308,2653308.0,2268308.0
Cá nhân,Phân tích dư nợ theo loại hình doanh nghiệp như sau: > Cá nhân,Cá nhân,380.751.584,315.781.580,380751584.0,315781580.0
Khác,Phân tích dư nợ theo loại hình doanh nghiệp như sau: > Khác,Khác,182.320.869,171.839.633,182320869.0,171839633.0
,,,839.788.261,734.706.891,839788261.0,734706891.0
Phân tích dư nợ cho vay theo ngành như sau:,Phân tích dư nợ cho vay theo ngành như sau:,Phân tích dư nợ cho vay theo ngành như sau:,Phân tích dư nợ cho vay theo ngành như sau:,Phân tích dư nợ cho vay theo ngành như sau:,,
,,,31/12/2020Triệu VND,31/12/2019Triệu VND,,
Sản xuất và gia công chế biến,Phân tích dư nợ cho vay theo ngành như sau: > Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,178.521.411,174.032.670,178521411.0,174032670.0
"Thương mại, dịch vụ","Phân tích dư nợ cho vay theo ngành như sau: > Thương mại, dịch vụ","Thương mại, dịch vụ",202.773.035,131.856.583,202773035.0,131856583.0
"Sản xuất và phân phối điện, khí đốt và nước","Phân tích dư nợ cho vay theo ngành như sau: > Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước",40.333.441,30.411.521,40333441.0,30411521.0
Xây dựng,Phân tích dư nợ cho vay theo ngành như sau: > Xây dựng,Xây dựng,71.273.525,32.357.572,71273525.0,32357572.0
Vận tải kho bãi và thông tin liên lạc,Phân tích dư nợ cho vay theo ngành như sau: > Vận tải kho bãi và thông tin liên lạc,Vận tải kho bãi và thông tin liên lạc,26.843.614,24.742.604,26843614.0,24742604.0
Khai khoáng,Phân tích dư nợ cho vay theo ngành như sau: > Khai khoáng,Khai khoáng,14.591.656,14.458.842,14591656.0,14458842.0
"Nông, lâm, thủy hải sản","Phân tích dư nợ cho vay theo ngành như sau: > Nông, lâm, thủy hải sản","Nông, lâm, thủy hải sản",17.069.197,16.122.626,17069197.0,16122626.0
"Nhà hàng, khách sạn","Phân tích dư nợ cho vay theo ngành như sau: > Nhà hàng, khách sạn","Nhà hàng, khách sạn",10.166.471,12.837.989,10166471.0,12837989.0
Các ngành khác,Phân tích dư nợ cho vay theo ngành như sau: > Các ngành khác,Các ngành khác,278.215.911,297.886.484,278215911.0,297886484.0
,,,839.788.261,734.706.891,839788261.0,734706891.0
