row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,31/12/2019Triệu VND(trình bày lại),numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND(trình bày lại)
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,455.357,794.212,455357.0,794212.0
"Trong đó, những dự án lớn:","Trong đó, những dự án lớn:","Trong đó, những dự án lớn:",281.059,402.946,281059.0,402946.0
Dự án trụ sở Chi nhánh Thành Công,Dự án trụ sở Chi nhánh Thành Công,Dự án trụ sở Chi nhánh Thành Công,47.881,268.588,47881.0,268588.0
Dự án trụ sở Chi nhánh Bắc Sài Gòn,Dự án trụ sở Chi nhánh Bắc Sài Gòn,Dự án trụ sở Chi nhánh Bắc Sài Gòn,58.196,39.894,58196.0,39894.0
Dự án trụ sở Chi nhánh Cần Thơ,Dự án trụ sở Chi nhánh Cần Thơ,Dự án trụ sở Chi nhánh Cần Thơ,47.811,25.309,47811.0,25309.0
Dự án trụ sở Chi nhánh Đồng Tháp,Dự án trụ sở Chi nhánh Đồng Tháp,Dự án trụ sở Chi nhánh Đồng Tháp,30.431,2.261,30431.0,2261.0
Dự án trụ sở Chi nhánh Lào Cai,Dự án trụ sở Chi nhánh Lào Cai,Dự án trụ sở Chi nhánh Lào Cai,25.365,1.016,25365.0,1016.0
Dự án trụ sở Chi nhánh Bạc Liêu,Dự án trụ sở Chi nhánh Bạc Liêu,Dự án trụ sở Chi nhánh Bạc Liêu,23.972,1.269,23972.0,1269.0
Dự án trụ sở Chi nhánh Phú Thọ,Dự án trụ sở Chi nhánh Phú Thọ,Dự án trụ sở Chi nhánh Phú Thọ,20.111,587,20111.0,587.0
Dự án trụ sở Chi nhánh Gia Lai,Dự án trụ sở Chi nhánh Gia Lai,Dự án trụ sở Chi nhánh Gia Lai,7.671,7.879,7671.0,7879.0
Dự án trụ sở Chi nhánh Hà Nội,Dự án trụ sở Chi nhánh Hà Nội,Dự án trụ sở Chi nhánh Hà Nội,6.768,6.390,6768.0,6390.0
Dự án trụ sở Chi nhánh Bình Thuận,Dự án trụ sở Chi nhánh Bình Thuận,Dự án trụ sở Chi nhánh Bình Thuận,5.908,2.445,5908.0,2445.0
Dự án trụ sở Chi nhánh Lạng Sơn,Dự án trụ sở Chi nhánh Lạng Sơn,Dự án trụ sở Chi nhánh Lạng Sơn,5.726,17.074,5726.0,17074.0
Dự án trụ sở Chi nhánh Phú Yên,Dự án trụ sở Chi nhánh Phú Yên,Dự án trụ sở Chi nhánh Phú Yên,1.219,30.234,1219.0,30234.0
