row_label_raw,row_label_full,STT,Chỉ tiêu > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2020Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2019Triệu VND(trình bày lại) > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__Chỉ tiêu > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2020Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2019Triệu VND(trình bày lại) > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN
1,1,1,Bảo lãnh vay vốn,654.296,292.563,,654296.0,292563.0
2,2,2,Cam kết giao dịch hồi đoái,116.656.912,91.594.629,,116656912.0,91594629.0
,,,Cam kết mua ngoại tệ,53.984.032,25.775.812,,53984032.0,25775812.0
,,,Cam kết bán ngoại tệ,62.672.880,65.818.817,,62672880.0,65818817.0
4,4,4,Cam kết trong nghiệp vụ thư tín dụng,45.980.494,57.345.298,,45980494.0,57345298.0
5,5,5,Bảo lãnh khác,50.892.327,53.115.849,,50892327.0,53115849.0
6,6,6,Các cam kết khác,680.372,349.311,,680372.0,349311.0
