row_label_raw,row_label_full,col_0,2020,2019(trình bày lại),numeric__2020,numeric__2019(trình bày lại)
"Tổng số cán bộ, công nhân viên (người)","Tổng số cán bộ, công nhân viên (người)","Tổng số cán bộ, công nhân viên (người)",20.062,18.948,20062.0,18948.0
"Thu nhập của cán bộ, công nhân viênTổng quỹ lương và phụ cấp (Triệu VND)(Thuyết minh 32)","Thu nhập của cán bộ, công nhân viênTổng quỹ lương và phụ cấp (Triệu VND)(Thuyết minh 32)","Thu nhập của cán bộ, công nhân viênTổng quỹ lương và phụ cấp (Triệu VND)(Thuyết minh 32)",7.674.765,7.806.861,7674765.0,7806861.0
Thu nhập bình quân tháng/người (Triệu VND),Thu nhập bình quân tháng/người (Triệu VND),Thu nhập bình quân tháng/người (Triệu VND),"31,88","34,33",31.88,34.33
