row_label_raw,row_label_full,Chứng khoán đầu tư giữ đến ngày đáo hạn,31/12/2020Triệu VND > Chứng khoán đầu tư giữ đến ngày đáo hạn,31/12/2019Triệu VND > Chứng khoán đầu tư giữ đến ngày đáo hạn,numeric__31/12/2020Triệu VND > Chứng khoán đầu tư giữ đến ngày đáo hạn,numeric__31/12/2019Triệu VND > Chứng khoán đầu tư giữ đến ngày đáo hạn
Trái phiếu chính phủ,Trái phiếu chính phủ,Trái phiếu chính phủ,59.001.448,82.997.995,59001448.0,82997995.0
Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,51.041.344,42.593.538,51041344.0,42593538.0
Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,5.339.752,6.679.769,5339752.0,6679769.0
,,,115.382.544,132.271.302,115382544.0,132271302.0
Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (ii),Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (ii),Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (ii),(406.523),(316.399),-406523.0,-316399.0
Tổng chứng khoán đầu tư giữ đến ngày đáo hạn,Tổng chứng khoán đầu tư giữ đến ngày đáo hạn,Tổng chứng khoán đầu tư giữ đến ngày đáo hạn,114.976.021,131.954.903,114976021.0,131954903.0
