row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,2020 Triệu VND,2019 Triệu VND(trình bày lại),numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__2020 Triệu VND,numeric__2019 Triệu VND(trình bày lại)
XI,XI,XI,TỔNG LỢI NHUẬN TRƯỚC THUẾ(MANG SANG TỪ TRANG TRƯỚC),,23.049.561,23.211.571,,,23049561.0,23211571.0
7,7,7,Chỉ phí thuế thu nhập doanh nghiệp hiện hành,34(a),(5.081.068),(5.010.302),,,-5081068.0,-5010302.0
8,8,8,Chỉ phí thuế thu nhập doanh nghiệp hoãn lại,34(b),504.025,396.075,,,504025.0,396075.0
XII,XII,XII,Chỉ phí thuế thu nhập doanh nghiệp,,(4.577.043),(4.614.227),,,-4577043.0,-4614227.0
XIII,XIII,XIII,LỢI NHUẬN SAU THUẾ,,18.472.518,18.597.344,,,18472518.0,18597344.0
XIV,XIV,XIV,Lợi ích của cổ đông không kiểm soát,,(21.207),(15.090),,,-21207.0,-15090.0
XVI,XVI,XVI,Lợi nhuận thuần của cổ đông Ngân hàng,,18.451.311,18.582.254,,,18451311.0,18582254.0
XV,XV,XV,Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),35,4.470,4.406,,35.0,4470.0,4406.0
