row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2020:,Ngành kinh doanh,Tỷ lệ vốn góp(%),Giá gốcTriệu VND,Giá trị ghi sốTriệu VND,numeric__Ngành kinh doanh,numeric__Tỷ lệ vốn góp(%),numeric__Giá gốcTriệu VND,numeric__Giá trị ghi sốTriệu VND
Công ty Liên doanh TNHHVietcombank – Bonday – Bến Thành (i)Công ty Liên doanh Quản lý Quỹ đầu tư Chứng khoán Vietcombank (i),Công ty Liên doanh TNHHVietcombank – Bonday – Bến Thành (i)Công ty Liên doanh Quản lý Quỹ đầu tư Chứng khoán Vietcombank (i),Công ty Liên doanh TNHHVietcombank – Bonday – Bến Thành (i)Công ty Liên doanh Quản lý Quỹ đầu tư Chứng khoán Vietcombank (i),Cho thuêvăn phòngQuản lý quỹđầu tư,52%51%,410.365135.150,552.840162.095,,,410365135150.0,552840162095.0
,,,,,545.515,714.935,,,545515.0,714935.0
Tại ngày 31 tháng 12 năm 2019:,Tại ngày 31 tháng 12 năm 2019:,Tại ngày 31 tháng 12 năm 2019:,Ngành kinh doanh,Tỷ lệ vốn góp(%),Giá gốcTriệu VND,Giá trị ghi sốTriệu VND,,,,
Công ty Liên doanh TNHHVietcombank – Bonday – Bến Thành (i)Công ty Liên doanh Quản lý Quỹ đầu tư Chứng khoán Vietcombank (i)Công ty TNHH Bảo hiểm Nhân thọVietcombank – Cardif (ii),Tại ngày 31 tháng 12 năm 2019: > Công ty Liên doanh TNHHVietcombank – Bonday – Bến Thành (i)Công ty Liên doanh Quản lý Quỹ đầu tư Chứng khoán Vietcombank (i)Công ty TNHH Bảo hiểm Nhân thọVietcombank – Cardif (ii),Công ty Liên doanh TNHHVietcombank – Bonday – Bến Thành (i)Công ty Liên doanh Quản lý Quỹ đầu tư Chứng khoán Vietcombank (i)Công ty TNHH Bảo hiểm Nhân thọVietcombank – Cardif (ii),Cho thuêvăn phòngQuản lý quỹđầu tưBảo hiểmnhân thọ,52%51%45%,410.365135.150270.000,515.262152.913272.632,,,4.1036513515027e+17,5.1526215291327264e+17
,,,,,815.515,940.807,,,815515.0,940807.0
