row_label_raw,row_label_full,Ngân hàng Nhà nước Việt Nam,Mối liên quan > Đại diện,31/12/2020Triệu VNDPhải thu/(phải trả),31/12/2019Triệu VND,numeric__Mối liên quan > Đại diện,numeric__31/12/2020Triệu VNDPhải thu/(phải trả),numeric__31/12/2019Triệu VND
Tiền gửi của Vietcombank tại NHNNVN,Tiền gửi của Vietcombank tại NHNNVN,Tiền gửi của Vietcombank tại NHNNVN,chủ sở hữu,33.010.030,34.404.607,,33010030.0,34404607.0
Tiền gửi và tiền vay của NHNNVNtại Vietcombank,Tiền gửi và tiền vay của NHNNVNtại Vietcombank,Tiền gửi và tiền vay của NHNNVNtại Vietcombank,,(4.783.072),(3.077.202),,-4783072.0,-3077202.0
Bộ Tài chính,Bộ Tài chính,Bộ Tài chính,Bên liên quan,,,,,
Tiền gửi tại Ngân hàng,Bộ Tài chính > Tiền gửi tại Ngân hàng,Tiền gửi tại Ngân hàng,của chủ sở hữu,(36.393.923),(89.288.604),,-36393923.0,-89288604.0
Vay Bộ Tài chính,Bộ Tài chính > Vay Bộ Tài chính,Vay Bộ Tài chính,,(906.194),(1.003.156),,-906194.0,-1003156.0
"Mizuho Bank Ltd., Nhật Bản","Mizuho Bank Ltd., Nhật Bản","Mizuho Bank Ltd., Nhật Bản",Cổ đôngchiến lược,,,,,
"Tiền gửi của Ngân hàng tại Mizuho BankLtd., Nhật Bản","Mizuho Bank Ltd., Nhật Bản > Tiền gửi của Ngân hàng tại Mizuho BankLtd., Nhật Bản","Tiền gửi của Ngân hàng tại Mizuho BankLtd., Nhật Bản",,9.711.861,5.588.921,,9711861.0,5588921.0
"Tiền gửi của Mizuho Bank Ltd., Nhật Bântại Ngân hàng","Mizuho Bank Ltd., Nhật Bản > Tiền gửi của Mizuho Bank Ltd., Nhật Bântại Ngân hàng","Tiền gửi của Mizuho Bank Ltd., Nhật Bântại Ngân hàng",,(4.236.034),(3.913.211),,-4236034.0,-3913211.0
"Cho vay Mizuho Bank Ltd., Nhật Bản","Mizuho Bank Ltd., Nhật Bản > Cho vay Mizuho Bank Ltd., Nhật Bản","Cho vay Mizuho Bank Ltd., Nhật Bản",,-,100.000,,,100000.0
