row_label_raw,row_label_full,col_0,Số tiền,Ngày đáo hạn,numeric__Số tiền,numeric__Ngày đáo hạn
Băng VND,Băng VND,Băng VND,100.000,,100000.0,
Công ty Tài chính cổ phần Tín Việt,Công ty Tài chính cổ phần Tín Việt,Công ty Tài chính cổ phần Tín Việt,100.000,07/01/2021,100000.0,
Băng ngoại hồi,Băng ngoại hồi,Băng ngoại hồi,-,,,
Tổng cộng,Băng ngoại hồi > Tổng cộng,Tổng cộng,100.000,,100000.0,
"Phân tích chất lượng dư nợ cho vay, tiền gửi các TCTD khác","Phân tích chất lượng dư nợ cho vay, tiền gửi các TCTD khác","Phân tích chất lượng dư nợ cho vay, tiền gửi các TCTD khác",31/12/2020,01/01/2020,,
- Nợ đủ tiêu chuẩn,"Phân tích chất lượng dư nợ cho vay, tiền gửi các TCTD khác > - Nợ đủ tiêu chuẩn",- Nợ đủ tiêu chuẩn,12.114.276,15.274.645,12114276.0,15274645.0
Cộng,"Phân tích chất lượng dư nợ cho vay, tiền gửi các TCTD khác > Cộng",Cộng,12.114.276,15.274.645,12114276.0,15274645.0
