row_label_raw,row_label_full,No,Type,Short name,Address,numeric__Type,numeric__Short name,numeric__Address
1.,1.,1.,Representative Office,Ha Noi,"77 Tran Khat Chan, Thanh Luong Ward, Hai Ba Trung District, Hanoi City",,,
2.,2.,2.,Coaching center,Coaching center,"B8-9-10-11-12-13-14, Kim Son, Nguyen Huu Tho, Tan Phong Ward, 7 District, Ho Chi Minh City",,,
3.,3.,3.,Branch,Nguyen Huu Tho,"Floor 2, B8 Nguyen Huu Tho, Tan Phong Ward, District 7, Ho Chi Minh City",,,
4.,4.,4.,Branch,Phu My Hung,"970 Nguyen Van Linh, My Toan 3 Area, Tan Phong Ward, District 7, Ho Chi Minh City",,,
