row_label_raw,row_label_full,col_0,Year 2024,Year 2023,numeric__Year 2024,numeric__Year 2023
,,,VND,VND,,
Late tax payment penalties,Late tax payment penalties,Late tax payment penalties,"6,370,043,519","2,635,571,692",,
Penalties for breach of contract,Penalties for breach of contract,Penalties for breach of contract,"4,272,445,913","364,946,550",,
Others,Others,Others,"49,533,930","21,989,559",,
Total,Total,Total,"10,692,023,362","3,022,507,801",,
