row_label_raw,row_label_full,col_0,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
,,,VND,VND,,
"Khai Hoan - Vung Tau Group Co.,Ltd","Khai Hoan - Vung Tau Group Co.,Ltd","Khai Hoan - Vung Tau Group Co.,Ltd","Khai Hoan - Vung Tau Group Co.,Ltd","Khai Hoan - Vung Tau Group Co.,Ltd",,
- Receivable from interest,- Receivable from interest,- Receivable from interest,"65,000,000,000","29,900,000,000",,
- Long-term loan receivables,- Long-term loan receivables,- Long-term loan receivables,-,"490,000,000,000",,
- Receivables related to business cooperation contracts,- Receivables related to business cooperation contracts,- Receivables related to business cooperation contracts,"1,110,000,000,000","500,000,000,000",,
Khai Minh Land Real Estate JSC,Khai Minh Land Real Estate JSC,Khai Minh Land Real Estate JSC,Khai Minh Land Real Estate JSC,Khai Minh Land Real Estate JSC,,
- Short-term deposits,- Short-term deposits,- Short-term deposits,No longera related party,"190,000,000,000",,
- Short-term receivable from interest of businesscooperation contracts,- Short-term receivable from interest of businesscooperation contracts,- Short-term receivable from interest of businesscooperation contracts,No longera related party,"18,356,666,667",,
- Long-term receivables related to business cooperationcontracts,- Long-term receivables related to business cooperationcontracts,- Long-term receivables related to business cooperationcontracts,No longera related party,"1,844,000,000,000",,
- Other payables related to advance payments onbehalf for projects,- Other payables related to advance payments onbehalf for projects,- Other payables related to advance payments onbehalf for projects,No longera related party,"23,800,354,559",,
"Green Symphony Co., Ltd","Green Symphony Co., Ltd","Green Symphony Co., Ltd","Green Symphony Co., Ltd","Green Symphony Co., Ltd",,
- Short-term other receivables related to advance payme,- Short-term other receivables related to advance payme,- Short-term other receivables related to advance payme,"60,598,404,304","60,598,404,304",,
- Long-term receivables related to business cooperation,- Long-term receivables related to business cooperation,- Long-term receivables related to business cooperation,"632,500,000,000","440,000,000,000",,
"Agency Community Co., Ltd","Agency Community Co., Ltd","Agency Community Co., Ltd","Agency Community Co., Ltd","Agency Community Co., Ltd",,
- Short-term receivable from interest of businesscooperation contracts,- Short-term receivable from interest of businesscooperation contracts,- Short-term receivable from interest of businesscooperation contracts,No longera related party,"22,691,666,666",,
- Short-term receivables related to businesscooperation contracts,- Short-term receivables related to businesscooperation contracts,- Short-term receivables related to businesscooperation contracts,No longera related party,"445,500,000,000",,
