row_label_raw,row_label_full,col_0,Year 2024,Year 2023,numeric__Year 2024,numeric__Year 2023
,,,VND,VND,,
Labour cost,Labour cost,Labour cost,"30,401,762,633","24,857,933,747",,
Tools and stationery expense,Tools and stationery expense,Tools and stationery expense,"193,641,193","758,997,424",,
Depreciation expense,Depreciation expense,Depreciation expense,"122,499,984","122,499,984",,
Office rental fee,Office rental fee,Office rental fee,"10,429,193,045","9,989,682,932",,
Cost of interest support,Cost of interest support,Cost of interest support,"629,522,276","65,183,662,420",,
Outsourced services expense,Outsourced services expense,Outsourced services expense,"10,252,720,641","17,193,043,267",,
Other expense,Other expense,Other expense,"1,627,166,790","1,937,558,169",,
Total,Total,Total,"53,656,506,562","120,043,377,943",,
