row_label_raw,row_label_full,col_0,Year 2024,Year 2023,numeric__Year 2024,numeric__Year 2023
,,,VND,VND,,
Revenue from real estate brokerage service,Revenue from real estate brokerage service,Revenue from real estate brokerage service,"143,816,900,576","78,580,970,094",,
Revenue from the transfer of real estate purchase and sale contract,Revenue from the transfer of real estate purchase and sale contract,Revenue from the transfer of real estate purchase and sale contract,"166,025,235,037","325,739,424,038",,
Total,Total,Total,"309,842,135,613","404,320,394,132",,
Deductions,Deductions,Deductions,,,,
Sales returns,Sales returns,Sales returns,-,"73,790,046,052",,
Net revenue,Net revenue,Net revenue,"309,842,135,613","330,530,348,080",,
