row_label_raw,row_label_full,col_0,01/01/2024,01/01/2024_1,Movement during the year,Movement during the year_1,31/12/2024,31/12/2024_1,numeric__01/01/2024,numeric__01/01/2024_1,numeric__Movement during the year,numeric__Movement during the year_1,numeric__31/12/2024,numeric__31/12/2024_1
,,,Amount,Repayment capacity amount,Increase,Decrease,Amount,Repayment capacity amount,,,,,,
,,,VND,VND,VND,VND,VND,VND,,,,,,
Short-term,Short-term,Short-term,"165,000,000,000","165,000,000,000","91,788,000,000","54,231,293,496","202,556,706,504","202,556,706,504",,,,,,
Saigon-Hanoi Commercial Joint Stock,Saigon-Hanoi Commercial Joint Stock,Saigon-Hanoi Commercial Joint Stock,"165,000,000,000","165,000,000,000",-,"47,231,293,496","117,768,706,504","117,768,706,504",,,,,,
Bank - Dong Do Branch,Bank - Dong Do Branch,Bank - Dong Do Branch,,,,,,,,,,,,
Personal loan,Personal loan,Personal loan,-,-,"91,788,000,000","7,000,000,000","84,788,000,000","84,788,000,000",,,,,,
Long-term,Long-term,Long-term,-,-,"100,457,000,000",-,"100,457,000,000","100,457,000,000",,,,,,
Personal loan,Personal loan,Personal loan,-,-,"100,457,000,000",-,"100,457,000,000","100,457,000,000",,,,,,
Total,Total,Total,"165,000,000,000","165,000,000,000","192,245,000,000","54,231,293,496","303,013,706,504","303,013,706,504",,,,,,
