row_label_raw,row_label_full,col_0,Year 2024,Year 2023,numeric__Year 2024,numeric__Year 2023
,,,VND,VND,,
Income from penalties for breach of contract,Income from penalties for breach of contract,Income from penalties for breach of contract,"2,047,698,915","1,581,541,262",,
Settlement of debt balance,Settlement of debt balance,Settlement of debt balance,"335,297,610","139,238,729",,
Others,Others,Others,"409,250,856","237,673,327",,
Total,Total,Total,"2,792,247,381","1,958,453,318",,
