row_label_raw,row_label_full,NỘI DUNG,TRANG,numeric__TRANG
BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,2 - 3,
BẢO CẢO KIỂM TOÁN ĐỌC LẬP,BẢO CẢO KIỂM TOÁN ĐỌC LẬP,BẢO CẢO KIỂM TOÁN ĐỌC LẬP,4 - 5,
BẢNG CÂN ĐÔI KẾ TOÁN,BẢNG CÂN ĐÔI KẾ TOÁN,BẢNG CÂN ĐÔI KẾ TOÁN,6 - 7,
BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BẢNG CÂN ĐÔI KẾ TOÁN > BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,8,8.0
BẢO CẢO LU'U CHUYÊN TIỀN TỆ,BẢNG CÂN ĐÔI KẾ TOÁN > BẢO CẢO LU'U CHUYÊN TIỀN TỆ,BẢO CẢO LU'U CHUYÊN TIỀN TỆ,9,9.0
THUYẾT MINH BẢO CẢO TÀI CHÍNH,THUYẾT MINH BẢO CẢO TÀI CHÍNH,THUYẾT MINH BẢO CẢO TÀI CHÍNH,10 - 33,
