row_label_raw,row_label_full,col_0,31/12/2024,31/12/2024_1,31/12/2024_2,31/12/2024_3,01/01/2024,01/01/2024_1,01/01/2024_2,01/01/2024_3,numeric__31/12/2024,numeric__31/12/2024_1,numeric__31/12/2024_2,numeric__31/12/2024_3,numeric__01/01/2024,numeric__01/01/2024_1,numeric__01/01/2024_2,numeric__01/01/2024_3
,,,Owned rate,Cost,Fair value,Provision,Owned rate,Cost,Fair value,Provision,,,,,,,,
,,,%,VND,VND,VND,%,VND,VND,VND,,,,,,,,
"An Pha Real Estate Development Investment Co., Ltd","An Pha Real Estate Development Investment Co., Ltd","An Pha Real Estate Development Investment Co., Ltd",100%,"120,000,000,000","120,000,000,000",-,100%,"120,000,000,000","120,000,000,000",-,1.0,,,,1.0,,,
"An Thinh Phat Real Estate Business Investment Co., Ltd.","An Thinh Phat Real Estate Business Investment Co., Ltd.","An Thinh Phat Real Estate Business Investment Co., Ltd.",100%,"92,000,000,000","92,000,000,000",-,100%,"92,000,000,000","92,000,000,000",-,1.0,,,,1.0,,,
Total,Total,Total,,"212,000,000,000","212,000,000,000",-,,"212,000,000,000","212,000,000,000",-,,,,,,,,
