row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2020VND,Giá trị giao dịch > 2019VND,Phải thu/(Phải trả) tại ngày > 31/12/2020VND,Phải thu/(Phải trả) tại ngày > 1/1/2020VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2020VND,numeric__Giá trị giao dịch > 2019VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2020VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2020VND
Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Bán hàng hóa,141.696.375,6.555.636,1.800.002,-,,141696375.0,6555636.0,1800002.0,
Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Phí hỗ trợ quản lý,8.634.102.192,9.406.249.966,4.562.023.846,5.009.393.771,,8634102192.0,9406249966.0,4562023846.0,5009393771.0
Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Bán hàng hóa,792.079.105,326.141.355,22.632.600,116.949.047,,792079105.0,326141355.0,22632600.0,116949047.0
Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Mua hàng hóa,16.643.859.512,6.509.335,-,-,,16643859512.0,6509335.0,,
Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Phí hỗ trợ quản lý,13.624.058.876,9.199.836.783,7.564.922.630,5.856.548.984,,13624058876.0,9199836783.0,7564922630.0,5856548984.0
Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Trả trước tiền hàng,498.592.776,-,498.592.776,-,,498592776.0,,498592776.0,
Công ty TNHH MEATDeli Sài Gòn(trước đây là “Công ty TNHH MNS Meat Sài Gòn),Công ty TNHH MEATDeli Sài Gòn(trước đây là “Công ty TNHH MNS Meat Sài Gòn),Công ty TNHH MEATDeli Sài Gòn(trước đây là “Công ty TNHH MNS Meat Sài Gòn),Bán hàng hóa,22.816.576,-,25.098.232,-,,22816576.0,,25098232.0,
Công ty TNHH MEATDeli Sài Gòn(trước đây là “Công ty TNHH MNS Meat Sài Gòn),Công ty TNHH MEATDeli Sài Gòn(trước đây là “Công ty TNHH MNS Meat Sài Gòn),Công ty TNHH MEATDeli Sài Gòn(trước đây là “Công ty TNHH MNS Meat Sài Gòn),Phí hỗ trợ quản lý,3.925.545,-,-,-,,3925545.0,,,
Công ty TNHH Khai thác Chế biếnKhoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biếnKhoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biếnKhoáng sản Núi Pháo,Bán hàng hóa,1.321.145.309,1.366.258.009,86.774.470,75.409.765,,1321145309.0,1366258009.0,86774470.0,75409765.0
Công ty TNHH Khai thác Chế biếnKhoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biếnKhoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biếnKhoáng sản Núi Pháo,Phí hỗ trợ quản lý,1.273.608.625,2.762.610.442,4.439.840.974,2.992.606.068,,1273608625.0,2762610442.0,4439840974.0,2992606068.0
Công ty Cổ phần Masan Blue,Công ty Cổ phần Masan Blue,Công ty Cổ phần Masan Blue,Bán hàng hóa,122.360.755,3.642.299.383,-,3.302.403.296,,122360755.0,3642299383.0,,3302403296.0
Công ty Cổ phần Masan Blue,Công ty Cổ phần Masan Blue,Công ty Cổ phần Masan Blue,Phí hỗ trợ quản lý,-,1.451.627.991,-,1.539.672.402,,,1451627991.0,,1539672402.0
Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Bán hàng hóa,4.457.415.831,120.257.134,-,-,,4457415831.0,120257134.0,,
Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Phí hỗ trợ quản lý,3.061.474.525,3.383.713.619,3.367.621.978,3.647.590.054,,3061474525.0,3383713619.0,3367621978.0,3647590054.0
Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Bán hàng hóa,660.431.253.393,-,62.949.345.993,17.548.537.996,,660431253393.0,,62949345993.0,17548537996.0
Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Mua hàng hóa và dịch vụ,133.963.439.713,-,-,(120.000.000),,133963439713.0,,,-120000000.0
Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Phí hỗ trợ thuê văn phòng,12.406.997.483,-,1.231.116.341,-,,12406997483.0,,1231116341.0,
Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Chiết khấu thanh toán và các khoản hỗ trợ bán hàng phải trảkhác,3.566.107.138,-,-,-,,3566107138.0,,,
Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mạiTổng hợp Vincommerce,Phải thu khác,31.628.964,-,31.628.964,-,,31628964.0,,31628964.0,
