row_label_raw,row_label_full,col_0,Mãsố,2020VND,2019VND,numeric__Mãsố,numeric__2020VND,numeric__2019VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác",21,(13.438.092.519),(1.062.372.727),21.0,-13438092519.0,-1062372727.0
Tiền thu từ thanh lý tài sản cố định và chi phí xây dựng cơ bản dở dang,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định và chi phí xây dựng cơ bản dở dang,Tiền thu từ thanh lý tài sản cố định và chi phí xây dựng cơ bản dở dang,22,554.090.910,-,22.0,554090910.0,
Tiền chi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay,Tiền chi cho vay,23,(1.406.500.000.000),(2.038.000.000.000),23.0,-1406500000000.0,-2038000000000.0
Tiền chi cho các hoạt động đầu tư khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho các hoạt động đầu tư khác,Tiền chi cho các hoạt động đầu tư khác,23,(430.000.000.000),-,23.0,-430000000000.0,
Gửi tiền gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Gửi tiền gửi ngân hàng có kỳ hạn,Gửi tiền gửi ngân hàng có kỳ hạn,23,(10.000.000.000),-,23.0,-10000000000.0,
Tiền thu hồi các khoản cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi các khoản cho vay,Tiền thu hồi các khoản cho vay,24,247.000.000.000,150.000.000.000,24.0,247000000000.0,150000000000.0
Tiền thu hồi từ các hoạt động đầu tư khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi từ các hoạt động đầu tư khác,Tiền thu hồi từ các hoạt động đầu tư khác,24,150.000.000.000,-,24.0,150000000000.0,
Tiền chi đầu tư góp vốn vào các công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư góp vốn vào các công ty con,Tiền chi đầu tư góp vốn vào các công ty con,25,(793.000.000.000),(918.900.000.000),25.0,-793000000000.0,-918900000000.0
Tiền thu lãi và lợi nhuận được phân phối,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi và lợi nhuận được phân phối,Tiền thu lãi và lợi nhuận được phân phối,27,3.378.079.881.454,4.298.164.709.075,27.0,3378079881454.0,4298164709075.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,1.122.695.879.845,1.490.202.336.348,30.0,1122695879845.0,1490202336348.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tiền thu từ phát hành cổ phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành cổ phiếu,Tiền thu từ phát hành cổ phiếu,31,193.460.700.000,213.452.750.000,31.0,193460700000.0,213452750000.0
Tiền thu từ các khoản vay ngân hàng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ các khoản vay ngân hàng,Tiền thu từ các khoản vay ngân hàng,33,16.814.140.140.544,11.730.891.113.249,33.0,16814140140544.0,11730891113249.0
Tiền trả nợ gốc vay cho ngân hàng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc vay cho ngân hàng,Tiền trả nợ gốc vay cho ngân hàng,34,(16.117.325.145.989),(10.060.797.111.678),34.0,-16117325145989.0,-10060797111678.0
Tiền chi trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả cổ tức,Tiền chi trả cổ tức,36,(168.210.345.900),(2.745.473.534.300),36.0,-168210345900.0,-2745473534300.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,722.065.348.655,(861.926.782.729),40.0,722065348655.0,-861926782729.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,1.537.888.269.229,587.236.753.369,50.0,1537888269229.0,587236753369.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,1.409.367.132.962,822.064.867.520,60.0,1409367132962.0,822064867520.0
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,(100.805.048),65.512.073,61.0,-100805048.0,65512073.0
Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \) (Thuyết minh 4),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \) (Thuyết minh 4),Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \) (Thuyết minh 4),70,2.947.154.597.143,1.409.367.132.962,70.0,2947154597143.0,1409367132962.0
