row_label_raw,row_label_full,col_0,31/12/2020VND,1/1/2020VND,numeric__31/12/2020VND,numeric__1/1/2020VND
Khoản phải thu phi thương mại từ các bên liên quan:,Khoản phải thu phi thương mại từ các bên liên quan:,Khoản phải thu phi thương mại từ các bên liên quan:,Khoản phải thu phi thương mại từ các bên liên quan:,Khoản phải thu phi thương mại từ các bên liên quan:,,
▪ Lợi nhuận được phân phối phải thu,Khoản phải thu phi thương mại từ các bên liên quan: > ▪ Lợi nhuận được phân phối phải thu,▪ Lợi nhuận được phân phối phải thu,2.317.204.977.769,1.795.989.914.373,2317204977769.0,1795989914373.0
▪ Lãi dự thu (*),Khoản phải thu phi thương mại từ các bên liên quan: > ▪ Lãi dự thu (*),▪ Lãi dự thu (*),9.832.184.934,24.041.096,9832184934.0,24041096.0
▪ Phải thu khác (**),Khoản phải thu phi thương mại từ các bên liên quan: > ▪ Phải thu khác (**),▪ Phải thu khác (**),2.123.755.382,7.974.881.347,2123755382.0,7974881347.0
Các khoản đặt cọc cho hoạt động đầu tư khác (***),Khoản phải thu phi thương mại từ các bên liên quan: > Các khoản đặt cọc cho hoạt động đầu tư khác (***),Các khoản đặt cọc cho hoạt động đầu tư khác (***),280.000.000.000,-,280000000000.0,
Lãi dự thu từ hoạt động đầu tư khác (***),Khoản phải thu phi thương mại từ các bên liên quan: > Lãi dự thu từ hoạt động đầu tư khác (***),Lãi dự thu từ hoạt động đầu tư khác (***),9.224.657.536,-,9224657536.0,
Lãi dự thu từ tiền gửi ngân hàng,Khoản phải thu phi thương mại từ các bên liên quan: > Lãi dự thu từ tiền gửi ngân hàng,Lãi dự thu từ tiền gửi ngân hàng,4.223.923.288,3.010.684.932,4223923288.0,3010684932.0
"Ký quỹ, ký cược ngắn hạn","Khoản phải thu phi thương mại từ các bên liên quan: > Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn",3.059.779.000,18.344.329.780,3059779000.0,18344329780.0
Phải thu khác,Khoản phải thu phi thương mại từ các bên liên quan: > Phải thu khác,Phải thu khác,9.456.632.447,10.375.172.243,9456632447.0,10375172243.0
,,,2.635.125.910.356,1.835.719.023.771,2635125910356.0,1835719023771.0
