row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2020VND,Giá trị giao dịch > 2019VND,Phải thu/(Phải trả) tại ngày > 31/12/2020VND,Phải thu/(Phải trả) tại ngày > 1/1/2020VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2020VND,numeric__Giá trị giao dịch > 2019VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2020VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2020VND
Công ty Cổ phần Masan JinJu,Công ty Cổ phần Masan JinJu,Công ty Cổ phần Masan JinJu,Bán hàng hóa và dịch vụ,6.051.064.675,3.330.785.544,-,-,,6051064675.0,3330785544.0,,
Công ty Cổ phần Masan JinJu,Công ty Cổ phần Masan JinJu,Công ty Cổ phần Masan JinJu,Mua hàng hóa,738.626.861.662,342.267.550.555,(41.599.000.281),(55.715.890.787),,738626861662.0,342267550555.0,-41599000281.0,-55715890787.0
Công ty TNHH MộtThành viên Masan HG,Công ty TNHH MộtThành viên Masan HG,Công ty TNHH MộtThành viên Masan HG,Bán hàng hóa,15.288.304.744,-,-,-,,15288304744.0,,,
Công ty TNHH MộtThành viên Masan HG,Công ty TNHH MộtThành viên Masan HG,Công ty TNHH MộtThành viên Masan HG,Mua hàng hóa,137.483.697.940,-,(80.100.508.999),-,,137483697940.0,,-80100508999.0,
Công ty TNHH MộtThành viên Masan HG,Công ty TNHH MộtThành viên Masan HG,Công ty TNHH MộtThành viên Masan HG,Cho vay,319.500.000.000,-,84.500.000.000,-,,319500000000.0,,84500000000.0,
Công ty TNHH MộtThành viên Masan HG,Công ty TNHH MộtThành viên Masan HG,Công ty TNHH MộtThành viên Masan HG,Thu hồi khoản cho vay bằng tiền,235.000.000.000,-,-,-,,235000000000.0,,,
Công ty TNHH MộtThành viên Masan HG,Công ty TNHH MộtThành viên Masan HG,Công ty TNHH MộtThành viên Masan HG,Thu nhập lãi cho vay,9.832.184.934,-,9.832.184.934,-,,9832184934.0,,9832184934.0,
Công ty Cổ phần Nước khoáng VĩnhHảo,Công ty Cổ phần Nước khoáng VĩnhHảo,Công ty Cổ phần Nước khoáng VĩnhHảo,Bán hàng hóa,256.198.756,4.138.651.800,-,-,,256198756.0,4138651800.0,,
Công ty Cổ phần Nước khoáng VĩnhHảo,Công ty Cổ phần Nước khoáng VĩnhHảo,Công ty Cổ phần Nước khoáng VĩnhHảo,Mua hàng hóa và dịch vụ,440.052.119.314,629.899.517.964,(25.453.952.663),(218.196.622.572),,440052119314.0,629899517964.0,-25453952663.0,-218196622572.0
Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Bán hàng hóa,181.584.586,119.778.975,-,-,,181584586.0,119778975.0,,
Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Mua hàng hóa và dịch vụ,211.011.537.586,267.164.694.056,(60.468.599.658),(67.135.919.358),,211011537586.0,267164694056.0,-60468599658.0,-67135919358.0
Masan Consumer (Thailand) Limited,Masan Consumer (Thailand) Limited,Masan Consumer (Thailand) Limited,Bán hàng hóa,84.890.066.233,57.823.942.807,-,13.297.723.713,,84890066233.0,57823942807.0,,13297723713.0
Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Góp vốn,-,605.000.000.000,-,-,,,605000000000.0,,
Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Bán hàng hóa,730.431,-,-,-,,730431.0,,,
Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Cho vay,-,45.000.000.000,-,-,,,45000000000.0,,
Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Thu hồi khoản cho vay bằng tiền,-,45.000.000.000,-,-,,,45000000000.0,,
Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Thu nhập lãi cho vay,-,24.041.096,-,24.041.096,,,24041096.0,,24041096.0
Công ty Cổ phần Bột giặt NET,Công ty Cổ phần Bột giặt NET,Công ty Cổ phần Bột giặt NET,Mua hàng hóa và dịch vụ,89.295.038.986,-,-,-,,89295038986.0,,,
Công ty Cổ phần Bột giặt NET,Công ty Cổ phần Bột giặt NET,Công ty Cổ phần Bột giặt NET,Trả trước tiền hàng,624.158.194,-,624.158.194,-,,624158194.0,,624158194.0,
