row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2020VND,Giá trị giao dịch > 2019VND,Phải thu/(Phải trả) tại ngày > 31/12/2020VND,Phải thu/(Phải trả) tại ngày > 1/1/2020VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2020VND,numeric__Giá trị giao dịch > 2019VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2020VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2020VND
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,,,
Công ty TNHH Masan Brewery,Các bên liên quan khác > Công ty TNHH Masan Brewery,Công ty TNHH Masan Brewery,Bán dịch vụ,-,1.000.000.000,-,1.000.000.000,,,1000000000.0,,1000000000.0
Công ty TNHH Một Thành viên Masan Brewery PY,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery PY,Công ty TNHH Một Thành viên Masan Brewery PY,Bán hàng hóa,66.939.287,44.454.161,-,-,,66939287.0,44454161.0,,
Công ty TNHH Masan Master Brewer,Các bên liên quan khác > Công ty TNHH Masan Master Brewer,Công ty TNHH Masan Master Brewer,Bán hàng hóa,2.469.183,1.261.868,-,-,,2469183.0,1261868.0,,
Công ty TNHH Một Thành viên Masan Brewery Distribution,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery Distribution,Công ty TNHH Một Thành viên Masan Brewery Distribution,Bán hàng hóa,1.942.563.514,3.192.744,-,-,,1942563514.0,3192744.0,,
Công ty TNHH Một Thành viên Masan Brewery Distribution,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery Distribution,Công ty TNHH Một Thành viên Masan Brewery Distribution,Hàng bán bị trả lại,-,1.194.673.977,-,-,,,1194673977.0,,
Công ty TNHH Một Thành viên Masan Brewery Distribution,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery Distribution,Công ty TNHH Một Thành viên Masan Brewery Distribution,Mua hàng hóa,14.020.134.692,550.716.470,-,-,,14020134692.0,550716470.0,,
Công ty TNHH Một Thành viên Masan Brewery Distribution,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery Distribution,Công ty TNHH Một Thành viên Masan Brewery Distribution,Phí hỗ trợ quản lý,25.552.551.615,43.899.198.611,25.103.111.299,76.560.997.745,,25552551615.0,43899198611.0,25103111299.0,76560997745.0
Công ty TNHH Một Thành viên Masan Brewery Distribution,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery Distribution,Công ty TNHH Một Thành viên Masan Brewery Distribution,Trà trước tiền hàng,-,146.127.485,-,146.127.485,,,146127485.0,,146127485.0
Công ty TNHH Một Thành viên Masan Brewery HG,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery HG,Công ty TNHH Một Thành viên Masan Brewery HG,Bán hàng hóa,64.077.751,96.562.265,-,-,,64077751.0,96562265.0,,
Công ty TNHH Một Thành viên Masan Brewery HG,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery HG,Công ty TNHH Một Thành viên Masan Brewery HG,Mua hàng hóa,-,41.850.264,-,-,,,41850264.0,,
Công ty TNHH Một Thành viên Masan Brewery HG,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery HG,Công ty TNHH Một Thành viên Masan Brewery HG,Trà hàng hóa đã mua,-,56.122.834,-,-,,,56122834.0,,
Công ty TNHH Một Thành viên Masan Brewery HG,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery HG,Công ty TNHH Một Thành viên Masan Brewery HG,Phí hỗ trợ quản lý,4.181.202.965,3.422.504.715,4.566.907.528,3.901.450.010,,4181202965.0,3422504715.0,4566907528.0,3901450010.0
Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Các bên liên quan khác > Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Bán hàng hóa,94.592.730,32.324.909,5.480.000,6.587.800,,94592730.0,32324909.0,5480000.0,6587800.0
Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Các bên liên quan khác > Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Phí hỗ trợ quản lý,1.874.054.697,3.516.609.673,968.269.483,1.851.733.472,,1874054697.0,3516609673.0,968269483.0,1851733472.0
Công ty TNHH MNS Feed Tiền Giang,Các bên liên quan khác > Công ty TNHH MNS Feed Tiền Giang,Công ty TNHH MNS Feed Tiền Giang,Bán hàng hóa,10.585.455,-,-,-,,10585455.0,,,
Công ty TNHH MNS Feed Tiền Giang,Các bên liên quan khác > Công ty TNHH MNS Feed Tiền Giang,Công ty TNHH MNS Feed Tiền Giang,Phí hỗ trợ quản lý,1.016.708.669,1.072.868.060,525.670.141,565.193.852,,1016708669.0,1072868060.0,525670141.0,565193852.0
