row_label_raw,row_label_full,col_0,2020,2020_1,2019,2019_1,numeric__2020,numeric__2020_1,numeric__2019,numeric__2019_1
,,,Số cổ phiếu,Mệnh giá VND,Số cổ phiếu,Mệnh giá VND,,,,
Số dư đầu năm – đang lưu hành,Số dư đầu năm – đang lưu hành,Số dư đầu năm – đang lưu hành,704.924.604,7.049.246.040.000,609.929.123,6.099.291.230.000,704924604.0,7049246040000.0,609929123.0,6099291230000.0
Phát hành cổ phiếu mới bằng tiền,Phát hành cổ phiếu mới bằng tiền,Phát hành cổ phiếu mới bằng tiền,3.869.214,38.692.140.000,3.049.325,30.493.250.000,3869214.0,38692140000.0,3049325.0,30493250000.0
Phát hành cổ phiếu thường,Phát hành cổ phiếu thường,Phát hành cổ phiếu thường,-,-,91.946.156,919.461.560.000,,,91946156.0,919461560000.0
Số dư cuối năm – đang lưu hành,Số dư cuối năm – đang lưu hành,Số dư cuối năm – đang lưu hành,708.793.818,7.087.938.180.000,704.924.604,7.049.246.040.000,708793818.0,7087938180000.0,704924604.0,7049246040000.0
