row_label_raw,row_label_full,Tên,Vị trí,VND,numeric__Vị trí,numeric__VND
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,,
Ông Danny Le,Ông Danny Le,Ông Danny Le,Chủ tịch,-,,
Ông Trương Công Thắng,Ông Trương Công Thắng,Ông Trương Công Thắng,Thành viên,-,,
Ông Nguyễn Đăng Quang,Ông Nguyễn Đăng Quang,Ông Nguyễn Đăng Quang,Thành viên,-,,
Bà Nguyễn Hoàng Yến,Bà Nguyễn Hoàng Yến,Bà Nguyễn Hoàng Yến,Thành viên,-,,
Ông Nguyễn Thiêu Quang,Ông Nguyễn Thiêu Quang,Ông Nguyễn Thiêu Quang,Thành viên,-,,
Tên,Tên,Tên,Vị trí,VND,,
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,,
Ông Trương Công Thắng,Ông Trương Công Thắng,Ông Trương Công Thắng,Tổng Giám đốc,-,,
