row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2020VND,Giá trị giao dịch > 2019VND,Phải thu/(Phải trả) tại ngày > 31/12/2020VND,Phải thu/(Phải trả) tại ngày > 1/1/2020VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2020VND,numeric__Giá trị giao dịch > 2019VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2020VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2020VND
Công ty TNHH MNS Feed Thái Nguyên,Công ty TNHH MNS Feed Thái Nguyên,Công ty TNHH MNS Feed Thái Nguyên,Bán hàng hóa,45.861.817,32.096.545,-,-,,45861817.0,32096545.0,,
Công ty TNHH MNS Feed Thái Nguyên,Công ty TNHH MNS Feed Thái Nguyên,Công ty TNHH MNS Feed Thái Nguyên,Phí hỗ trợ quản lý,1.058.214.817,879.568.987,547.134.612,463.338.369,,1058214817.0,879568987.0,547134612.0,463338369.0
Công ty TNHH MNS Feed Vĩnh Long,Công ty TNHH MNS Feed Vĩnh Long,Công ty TNHH MNS Feed Vĩnh Long,Bán hàng hóa,2.236.364,-,-,-,,2236364.0,,,
Công ty TNHH MNS Feed Vĩnh Long,Công ty TNHH MNS Feed Vĩnh Long,Công ty TNHH MNS Feed Vĩnh Long,Phí hỗ trợ quản lý,305.774.592,1.121.192.828,158.544.470,590.657.722,,305774592.0,1121192828.0,158544470.0,590657722.0
Công ty TNHH MNS Feed Hậu Giang,Công ty TNHH MNS Feed Hậu Giang,Công ty TNHH MNS Feed Hậu Giang,Bán hàng hóa,11.330.909,-,-,-,,11330909.0,,,
Công ty TNHH MNS Feed Hậu Giang,Công ty TNHH MNS Feed Hậu Giang,Công ty TNHH MNS Feed Hậu Giang,Phí hỗ trợ quản lý,783.660.463,884.076.132,403.572.318,465.644.364,,783660463.0,884076132.0,403572318.0,465644364.0
Công ty TNHH MNS Feed Nghệ An,Công ty TNHH MNS Feed Nghệ An,Công ty TNHH MNS Feed Nghệ An,Bán hàng hóa,79.429.090,40.491.636,-,-,,79429090.0,40491636.0,,
Công ty TNHH MNS Feed Nghệ An,Công ty TNHH MNS Feed Nghệ An,Công ty TNHH MNS Feed Nghệ An,Phí hỗ trợ quản lý,1.066.209.157,1.386.854.782,550.479.112,730.275.716,,1066209157.0,1386854782.0,550479112.0,730275716.0
Công ty TNHH MNS Farm Nghệ An,Công ty TNHH MNS Farm Nghệ An,Công ty TNHH MNS Farm Nghệ An,Bán hàng hóa,337.893.004,-,-,-,,337893004.0,,,
Công ty TNHH MNS Farm Nghệ An,Công ty TNHH MNS Farm Nghệ An,Công ty TNHH MNS Farm Nghệ An,Phí hỗ trợ quản lý,5.174.364.010,4.576.729.011,2.778.795.592,2.678.874.657,,5174364010.0,4576729011.0,2778795592.0,2678874657.0
Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Bán hàng hóa,229.103.459,77.160.181,5.280.001,-,,229103459.0,77160181.0,5280001.0,
Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Phí hỗ trợ quản lý,5.113.037.788,5.709.464.606,2.636.848.112,3.005.475.157,,5113037788.0,5709464606.0,2636848112.0,3005475157.0
Công ty TNHH Một Thành viên Proconco Cần Thơ,Công ty TNHH Một Thành viên Proconco Cần Thơ,Công ty TNHH Một Thành viên Proconco Cần Thơ,Bán hàng hóa,51.734.545,-,-,-,,51734545.0,,,
Công ty TNHH Một Thành viên Proconco Cần Thơ,Công ty TNHH Một Thành viên Proconco Cần Thơ,Công ty TNHH Một Thành viên Proconco Cần Thơ,Phí hỗ trợ quản lý,2.218.852.516,2.411.943.046,1.143.397.827,1.269.531.065,,2218852516.0,2411943046.0,1143397827.0,1269531065.0
Công ty TNHH Một Thành viên Con cò Bình Định,Công ty TNHH Một Thành viên Con cò Bình Định,Công ty TNHH Một Thành viên Con cò Bình Định,Bán hàng hóa,16.101.818,-,-,-,,16101818.0,,,
Công ty TNHH Một Thành viên Con cò Bình Định,Công ty TNHH Một Thành viên Con cò Bình Định,Công ty TNHH Một Thành viên Con cò Bình Định,Phí hỗ trợ quản lý,1.273.739.897,1.284.195.718,657.801.465,676.273.315,,1273739897.0,1284195718.0,657801465.0,676273315.0
Công ty TNHH Sản xuất và Thương mại Proconco Hưng Yên,Công ty TNHH Sản xuất và Thương mại Proconco Hưng Yên,Công ty TNHH Sản xuất và Thương mại Proconco Hưng Yên,Bán hàng hóa,7.781.636,8.100.000,-,5.610.000,,7781636.0,8100000.0,,5610000.0
Công ty TNHH Sản xuất và Thương mại Proconco Hưng Yên,Công ty TNHH Sản xuất và Thương mại Proconco Hưng Yên,Công ty TNHH Sản xuất và Thương mại Proconco Hưng Yên,Phí hỗ trợ quản lý,264.268.445,124.649.821,137.079.999,66.007.008,,264268445.0,124649821.0,137079999.0,66007008.0
