row_label_raw,row_label_full,col_0,2020VND,2019VND,numeric__2020VND,numeric__2019VND
Chi phí mua hàng hóa để bán lại,Chi phí mua hàng hóa để bán lại,Chi phí mua hàng hóa để bán lại,17.966.447.928.282,15.622.117.852.269,17966447928282.0,15622117852269.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,655.496.107.334,531.353.472.681,655496107334.0,531353472681.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,46.941.586.008,46.848.372.670,46941586008.0,46848372670.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,3.505.350.508.198,2.685.234.007.912,3505350508198.0,2685234007912.0
Chi phí khác,Chi phí khác,Chi phí khác,113.537.367.472,119.252.060.382,113537367472.0,119252060382.0
