row_label_raw,row_label_full,10.3 Tài sản có khác,31/12/2016,01/01/2016,numeric__31/12/2016,numeric__01/01/2016
- Tài sản khác,- Tài sản khác,- Tài sản khác,10.527,8.938,10527.0,8938.0
- Chi phí chờ phân bổ,- Chi phí chờ phân bổ,- Chi phí chờ phân bổ,3.186.356,2.799.621,3186356.0,2799621.0
- Tài sản gán nợ chờ xử lý,- Tài sản gán nợ chờ xử lý,- Tài sản gán nợ chờ xử lý,22.828,-,22828.0,
Cộng,Cộng,Cộng,3.219.711,2.808.559,3219711.0,2808559.0
10.4 Dự phòng rủi ro cho các tài sản Có nội bằng khác,10.4 Dự phòng rủi ro cho các tài sản Có nội bằng khác,10.4 Dự phòng rủi ro cho các tài sản Có nội bằng khác,31/12/2016,01/01/2016,,
- Dự phòng rủi ro các khoản nợ phải thu khó đòi,10.4 Dự phòng rủi ro cho các tài sản Có nội bằng khác > - Dự phòng rủi ro các khoản nợ phải thu khó đòi,- Dự phòng rủi ro các khoản nợ phải thu khó đòi,(28.859),(28.859),-28859.0,-28859.0
Cộng,10.4 Dự phòng rủi ro cho các tài sản Có nội bằng khác > Cộng,Cộng,(28.859),(28.859),-28859.0,-28859.0
11. Tiền gửi và vay các TCTD khác,11. Tiền gửi và vay các TCTD khác,11. Tiền gửi và vay các TCTD khác,,,,
,,,31/12/2016,01/01/2016,,
11.1. Tiền gửi của các TCTD khác,11.1. Tiền gửi của các TCTD khác,11.1. Tiền gửi của các TCTD khác,,,,
a. Tiền gửi không kỳ hạn,11.1. Tiền gửi của các TCTD khác > a. Tiền gửi không kỳ hạn,a. Tiền gửi không kỳ hạn,6.697.206,61.247,6697206.0,61247.0
- Bằng VND,11.1. Tiền gửi của các TCTD khác > - Bằng VND,- Bằng VND,6.697.144,61.247,6697144.0,61247.0
- Bằng ngoại hồi,11.1. Tiền gửi của các TCTD khác > - Bằng ngoại hồi,- Bằng ngoại hồi,62,-,62.0,
b. Tiền gửi có kỳ hạn,11.1. Tiền gửi của các TCTD khác > b. Tiền gửi có kỳ hạn,b. Tiền gửi có kỳ hạn,9.652.265,8.128.451,9652265.0,8128451.0
- Bằng VND,11.1. Tiền gửi của các TCTD khác > - Bằng VND,- Bằng VND,9.652.265,8.128.451,9652265.0,8128451.0
Cộng,11.1. Tiền gửi của các TCTD khác > Cộng,Cộng,16.349.471,8.189.698,16349471.0,8189698.0
11.2. Vay các TCTD khác,11.2. Vay các TCTD khác,11.2. Vay các TCTD khác,31/12/2016,01/01/2016,,
- Bằng VND,11.2. Vay các TCTD khác > - Bằng VND,- Bằng VND,3.904.362,1.801.250,3904362.0,1801250.0
- Bằng ngoại hồi,11.2. Vay các TCTD khác > - Bằng ngoại hồi,- Bằng ngoại hồi,443.180,-,443180.0,
Cộng,11.2. Vay các TCTD khác > Cộng,Cộng,4.347.542,1.801.250,4347542.0,1801250.0
Tổng cộng tiền gửi của và vay TCTD khác,11.2. Vay các TCTD khác > Tổng cộng tiền gửi của và vay TCTD khác,Tổng cộng tiền gửi của và vay TCTD khác,20.697.013,9.990.948,20697013.0,9990948.0
