row_label_raw,row_label_full,Trong đó: Những công trình lớn:,Trong đó: Những công trình lớn:_1,Trong đó: Những công trình lớn:_2,numeric__Trong đó: Những công trình lớn:_1,numeric__Trong đó: Những công trình lớn:_2
- Tòa nhà NCB Kiên Giang,- Tòa nhà NCB Kiên Giang,- Tòa nhà NCB Kiên Giang,1.839,1.839,1839.0,1839.0
"- Nhà số 3 - 5 Suông Nguyệt Ánh P7, Q3, TPHCM","- Nhà số 3 - 5 Suông Nguyệt Ánh P7, Q3, TPHCM","- Nhà số 3 - 5 Suông Nguyệt Ánh P7, Q3, TPHCM",19.738,19.738,19738.0,19738.0
"- Nhà số 699, KP 01, Phường Thảo Điền, Q 2, HCM","- Nhà số 699, KP 01, Phường Thảo Điền, Q 2, HCM","- Nhà số 699, KP 01, Phường Thảo Điền, Q 2, HCM",115.835,115.835,115835.0,115835.0
- Mua đất từ Công ty Kinh Bắc,- Mua đất từ Công ty Kinh Bắc,- Mua đất từ Công ty Kinh Bắc,72.732,72.732,72732.0,72732.0
- Mua đất tại Hải Phòng,- Mua đất tại Hải Phòng,- Mua đất tại Hải Phòng,11,11,11.0,11.0
- Mua đất tại Ngô Quyền Đà Nẵng,- Mua đất tại Ngô Quyền Đà Nẵng,- Mua đất tại Ngô Quyền Đà Nẵng,-,25.067,,25067.0
- Mua sắm TSCĐ khác,- Mua sắm TSCĐ khác,- Mua sắm TSCĐ khác,12.691,13.623,12691.0,13623.0
Cộng,Cộng,Cộng,222.846,248.844,222846.0,248844.0
