row_label_raw,row_label_full,- Các khoản phải thu nội bộ,109.323,116.848,numeric__109.323,numeric__116.848
- Các khoản phải thu bên ngoài,- Các khoản phải thu bên ngoài,- Các khoản phải thu bên ngoài,2.709.225,1.802.114,2709225.0,1802114.0
Cty TNHH TM-DV Nông Sản Bắc Hà,Cty TNHH TM-DV Nông Sản Bắc Hà,Cty TNHH TM-DV Nông Sản Bắc Hà,200.000,200.000,200000.0,200000.0
Công ty TNHH MTV Quản lý nợ và khai thác TS AB Bank,Công ty TNHH MTV Quản lý nợ và khai thác TS AB Bank,Công ty TNHH MTV Quản lý nợ và khai thác TS AB Bank,184.431,754.466,184431.0,754466.0
Công ty CP Mua bán nợ Việt Nam Thịnh Vượng,Công ty CP Mua bán nợ Việt Nam Thịnh Vượng,Công ty CP Mua bán nợ Việt Nam Thịnh Vượng,576.586,-,576586.0,
Cty CP Thương mại và Công nghệ Phú Bình,Cty CP Thương mại và Công nghệ Phú Bình,Cty CP Thương mại và Công nghệ Phú Bình,15.887,15.887,15887.0,15887.0
Công ty CP DV và ĐT TC An Bình,Công ty CP DV và ĐT TC An Bình,Công ty CP DV và ĐT TC An Bình,1.097.395,-,1097395.0,
Ký quỹ Công ty CP chứng khoán An Bình,Ký quỹ Công ty CP chứng khoán An Bình,Ký quỹ Công ty CP chứng khoán An Bình,40.000,40.000,40000.0,40000.0
Cty TNHH QLN & KTTS-AMC,Cty TNHH QLN & KTTS-AMC,Cty TNHH QLN & KTTS-AMC,44.731,145.480,44731.0,145480.0
Công ty CP chứng khoán Vietcombank,Công ty CP chứng khoán Vietcombank,Công ty CP chứng khoán Vietcombank,512,99.234,512.0,99234.0
Công ty TNHH hệ thống thông tin FPT,Công ty TNHH hệ thống thông tin FPT,Công ty TNHH hệ thống thông tin FPT,-,24.469,,24469.0
Ký quỹ Công ty CP chứng khoán BIDV,Ký quỹ Công ty CP chứng khoán BIDV,Ký quỹ Công ty CP chứng khoán BIDV,16.051,40,16051.0,40.0
Các khoản phải thu bên ngoài khác,Các khoản phải thu bên ngoài khác,Các khoản phải thu bên ngoài khác,533.632,522.539,533632.0,522539.0
Cộng,Cộng,Cộng,2.818.548,1.918.963,2818548.0,1918963.0
