row_label_raw,row_label_full,Chỉ tiêu,31/12/2016,01/01/2016,numeric__31/12/2016,numeric__01/01/2016
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,1.640,-,1640.0,
Cam kết giao dịch ngoại hồi,Cam kết giao dịch ngoại hồi,Cam kết giao dịch ngoại hồi,8.766.598,5.341.160,8766598.0,5341160.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,422.419,175.120,422419.0,175120.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,355.859,109.450,355859.0,109450.0
Cam kết giao dịch hoàn đối,Cam kết giao dịch hoàn đối,Cam kết giao dịch hoàn đối,7.988.320,5.056.590,7988320.0,5056590.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,303.816,298.838,303816.0,298838.0
Cam kết thanh toán trong nghiệp vụ L/C,Cam kết thanh toán trong nghiệp vụ L/C,Cam kết thanh toán trong nghiệp vụ L/C,303.816,298.838,303816.0,298838.0
Các bảo lãnh khác,Các bảo lãnh khác,Các bảo lãnh khác,3.453.605,2.078.517,3453605.0,2078517.0
Bảo lãnh thanh toán,Bảo lãnh thanh toán,Bảo lãnh thanh toán,739.714,220.945,739714.0,220945.0
Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,843.856,337.524,843856.0,337524.0
Bảo lãnh dự thầu,Bảo lãnh dự thầu,Bảo lãnh dự thầu,218.932,212.593,218932.0,212593.0
Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,1.651.103,1.307.455,1651103.0,1307455.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,75.278,189.297,75278.0,189297.0
Tổng cộng,Tổng cộng,Tổng cộng,12.600.936,7.907.811,12600936.0,7907811.0
