row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2016,01/01/2016,numeric__Thuyết minh,numeric__31/12/2016,numeric__01/01/2016
1. Báo lãnh vay vốn,1. Báo lãnh vay vốn,1. Báo lãnh vay vốn,VIII.29,1.640,-,,1640.0,
2. Cam kết giao dịch hồi doái,2. Cam kết giao dịch hồi doái,2. Cam kết giao dịch hồi doái,VIII.29,8.766.598,5.341.160,,8766598.0,5341160.0
2.1 Cam kết mua ngoại tệ,2.1 Cam kết mua ngoại tệ,2.1 Cam kết mua ngoại tệ,,422.419,175.120,,422419.0,175120.0
2.2 Cam kết bán ngoại tệ,2.2 Cam kết bán ngoại tệ,2.2 Cam kết bán ngoại tệ,,355.859,109.450,,355859.0,109450.0
2.3 Cam kết giao dịch hoán đổi,2.3 Cam kết giao dịch hoán đổi,2.3 Cam kết giao dịch hoán đổi,,7.988.320,5.056.590,,7988320.0,5056590.0
2.4 Cam kết giao dịch tương lai,2.4 Cam kết giao dịch tương lai,2.4 Cam kết giao dịch tương lai,,-,-,,,
3. Cam kết cho vay không hủy ngang,3. Cam kết cho vay không hủy ngang,3. Cam kết cho vay không hủy ngang,VIII.29,-,-,,,
4. Cam kết trong nghiệp vụ L/C,3. Cam kết cho vay không hủy ngang > 4. Cam kết trong nghiệp vụ L/C,4. Cam kết trong nghiệp vụ L/C,VIII.29,303.816,298.838,,303816.0,298838.0
5. Báo lãnh khác,3. Cam kết cho vay không hủy ngang > 5. Báo lãnh khác,5. Báo lãnh khác,VIII.29,3.453.605,2.078.517,,3453605.0,2078517.0
6. Các cam kết khác,3. Cam kết cho vay không hủy ngang > 6. Các cam kết khác,6. Các cam kết khác,VIII.29,75.278,189.297,,75278.0,189297.0
