row_label_raw,row_label_full,col_0,31/12/2016,01/01/2016,numeric__31/12/2016,numeric__01/01/2016
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,2.307.513,1.574.498,2307513.0,1574498.0
- Bằng VND,- Bằng VND,- Bằng VND,2.267.147,1.492.032,2267147.0,1492032.0
- Bằng ngoại hối,- Bằng ngoại hối,- Bằng ngoại hối,40.366,82.466,40366.0,82466.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,39.346.035,32.347.920,39346035.0,32347920.0
- Bằng VND,- Bằng VND,- Bằng VND,37.109.537,29.266.047,37109537.0,29266047.0
- Bằng ngoại hối,- Bằng ngoại hối,- Bằng ngoại hối,2.236.498,3.081.873,2236498.0,3081873.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,216,214,216.0,214.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,194.529,113.784,194529.0,113784.0
- Bằng VND,- Bằng VND,- Bằng VND,171.352,74.503,171352.0,74503.0
- Bằng ngoại hối,- Bằng ngoại hối,- Bằng ngoại hối,23.177,39.281,23177.0,39281.0
Tổng cộng,Tổng cộng,Tổng cộng,41.848.293,34.036.416,41848293.0,34036416.0
