row_label_raw,row_label_full,col_0,Giá trị đến31/12/2016,Giá trị đến01/01/2016,numeric__Giá trị đến31/12/2016,numeric__Giá trị đến01/01/2016
Loại tài sản đảm bảo,Loại tài sản đảm bảo,Loại tài sản đảm bảo,,,,
Bất động sản,Loại tài sản đảm bảo > Bất động sản,Bất động sản,36.528.284,32.292.716,36528284.0,32292716.0
Bảo lãnh,Loại tài sản đảm bảo > Bảo lãnh,Bảo lãnh,11.000,-,11000.0,
Chứng khoán của các Tổ chức tin dụng khác,Loại tài sản đảm bảo > Chứng khoán của các Tổ chức tin dụng khác,Chứng khoán của các Tổ chức tin dụng khác,310.453,1.173.706,310453.0,1173706.0
Chứng khoán của doanh nghiệp,Loại tài sản đảm bảo > Chứng khoán của doanh nghiệp,Chứng khoán của doanh nghiệp,5.261.426,9.466.165,5261426.0,9466165.0
"Hàng hóa, nguyên liệu, nhiên liệu, vật liệu","Loại tài sản đảm bảo > Hàng hóa, nguyên liệu, nhiên liệu, vật liệu","Hàng hóa, nguyên liệu, nhiên liệu, vật liệu",5.468.075,-,5468075.0,
Máy móc thiết bị chuyên dùng,Loại tài sản đảm bảo > Máy móc thiết bị chuyên dùng,Máy móc thiết bị chuyên dùng,1.536.473,931.081,1536473.0,931081.0
Phương tiện vận tải,Loại tài sản đảm bảo > Phương tiện vận tải,Phương tiện vận tải,9.233.998,5.318.694,9233998.0,5318694.0
