row_label_raw,row_label_full,6. Chứng khoán đầu tư,6. Chứng khoán đầu tư_1,6. Chứng khoán đầu tư_2,numeric__6. Chứng khoán đầu tư_1,numeric__6. Chứng khoán đầu tư_2
,,,31/12/2016,01/01/2016,,
6.1. Chứng khoán đầu tư sẵn sàng để bán,6.1. Chứng khoán đầu tư sẵn sàng để bán,6.1. Chứng khoán đầu tư sẵn sàng để bán,6.1. Chứng khoán đầu tư sẵn sàng để bán,6.1. Chứng khoán đầu tư sẵn sàng để bán,,
a. Chứng khoán Nợ,6.1. Chứng khoán đầu tư sẵn sàng để bán > a. Chứng khoán Nợ,a. Chứng khoán Nợ,11.233.022,4.466.278,11233022.0,4466278.0
- Trái phiếu Chính phủ,6.1. Chứng khoán đầu tư sẵn sàng để bán > - Trái phiếu Chính phủ,- Trái phiếu Chính phủ,10.183.022,4.466.278,10183022.0,4466278.0
- Chứng khoán do các TCTD khác trong nước phát hành,6.1. Chứng khoán đầu tư sẵn sàng để bán > - Chứng khoán do các TCTD khác trong nước phát hành,- Chứng khoán do các TCTD khác trong nước phát hành,1.050.000,-,1050000.0,
Cộng,6.1. Chứng khoán đầu tư sẵn sàng để bán > Cộng,Cộng,11.233.022,4.466.278,11233022.0,4466278.0
6.2. Chứng khoán đầu tư giữ đến ngày đáo hạn,6.2. Chứng khoán đầu tư giữ đến ngày đáo hạn,6.2. Chứng khoán đầu tư giữ đến ngày đáo hạn,6.2. Chứng khoán đầu tư giữ đến ngày đáo hạn,6.2. Chứng khoán đầu tư giữ đến ngày đáo hạn,,
- Chứng khoán Nợ do các TCKT trong nước phát hành (*),6.2. Chứng khoán đầu tư giữ đến ngày đáo hạn > - Chứng khoán Nợ do các TCKT trong nước phát hành (*),- Chứng khoán Nợ do các TCKT trong nước phát hành (*),7.892.799,5.579.741,7892799.0,5579741.0
- Dự phòng giảm giá chứng khoán đầu tư giữ đến ngày đáo hạn,6.2. Chứng khoán đầu tư giữ đến ngày đáo hạn > - Dự phòng giảm giá chứng khoán đầu tư giữ đến ngày đáo hạn,- Dự phòng giảm giá chứng khoán đầu tư giữ đến ngày đáo hạn,(20.000),-,-20000.0,
Cộng,6.2. Chứng khoán đầu tư giữ đến ngày đáo hạn > Cộng,Cộng,7.872.799,5.579.741,7872799.0,5579741.0
Tổng cộng,6.2. Chứng khoán đầu tư giữ đến ngày đáo hạn > Tổng cộng,Tổng cộng,19.105.821,10.046.019,19105821.0,10046019.0
