row_label_raw,row_label_full,22.159 VND/USD,190.62 VND/JPY,numeric__190.62 VND/JPY
16.573 VND/CAD,16.573 VND/CAD,16.573 VND/CAD,15.877 VND/AUD,
23.594 VND/EUR,23.594 VND/EUR,23.594 VND/EUR,15.481 VND/SGD,
27.500VND/GBP,27.500VND/GBP,27.500VND/GBP,21.848 VND/CHF,
3.386.000 VND/1 CHÍ VÀNG,3.386.000 VND/1 CHÍ VÀNG,3.386.000 VND/1 CHÍ VÀNG,,
