row_label_raw,row_label_full,Loại tài sản đảm bảo,Giá trị đến31/12/2016,Giá trị đến01/01/2016,numeric__Giá trị đến31/12/2016,numeric__Giá trị đến01/01/2016
"Số dư tiền gửi, Số Tiết kiệm bằng VND tại TCTD","Số dư tiền gửi, Số Tiết kiệm bằng VND tại TCTD","Số dư tiền gửi, Số Tiết kiệm bằng VND tại TCTD",321.661,1.170.196,321661.0,1170196.0
"Vàng, Số dư tiền gửi, Số Tiết kiệm bằng Ngoại tệ tại TCTD","Vàng, Số dư tiền gửi, Số Tiết kiệm bằng Ngoại tệ tại TCTD","Vàng, Số dư tiền gửi, Số Tiết kiệm bằng Ngoại tệ tại TCTD",-,27.664,,27664.0
"Số dư tiền gửi, ký phiếu, chứng chỉ tiên gỏi bằng VND tại NCB","Số dư tiền gửi, ký phiếu, chứng chỉ tiên gỏi bằng VND tại NCB","Số dư tiền gửi, ký phiếu, chứng chỉ tiên gỏi bằng VND tại NCB",2.572.004,1.035.458,2572004.0,1035458.0
Số dư tiền gửi ngoại tệ tại NCB,Số dư tiền gửi ngoại tệ tại NCB,Số dư tiền gửi ngoại tệ tại NCB,40.651,421,40651.0,421.0
Loại khác,Loại khác,Loại khác,23.720.775,19.945.642,23720775.0,19945642.0
Tổng,Tổng,Tổng,85.004.800,71.361.743,85004800.0,71361743.0
