row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,31/12/2019,01/01/2019,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2019,numeric__01/01/2019
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,138.376.874.709,162.593.853.262,300.0,,138376874709.0,162593853262.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,109.176.874.709,151.593.853.262,310.0,,109176874709.0,151593853262.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,14,406.297.636,2.542.480.076,311.0,14.0,406297636.0,2542480076.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,16,59.529.948.562,72.269.090,312.0,16.0,59529948562.0,72269090.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,13,7.132.494.924,8.817.438.496,313.0,13.0,7132494924.0,8817438496.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,8.728.678.479,4.029.256.210,314.0,,8728678479.0,4029256210.0
5. Chỉ phí phải trả ngắn hạn,5. Chỉ phí phải trả ngắn hạn,5. Chỉ phí phải trả ngắn hạn,315,15,18.711.269.101,17.621.455.058,315.0,15.0,18711269101.0,17621455058.0
6. Phải trả ngắn hạn khác,6. Phải trả ngắn hạn khác,6. Phải trả ngắn hạn khác,319,17,14.668.186.007,118.510.954.332,319.0,17.0,14668186007.0,118510954332.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,29.200.000.000,11.000.000.000,330.0,,29200000000.0,11000000000.0
1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,337,17,11.000.000.000,11.000.000.000,337.0,17.0,11000000000.0,11000000000.0
2. Vay và nợ thuê tài chính dài hạn,2. Vay và nợ thuê tài chính dài hạn,2. Vay và nợ thuê tài chính dài hạn,338,18,18.200.000.000,-,338.0,18.0,18200000000.0,
D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,400,,1.261.368.977.825,1.251.213.335.487,400.0,,1261368977825.0,1251213335487.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,19,1.261.368.977.825,1.251.213.335.487,410.0,19.0,1261368977825.0,1251213335487.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,1.200.000.000.000,1.200.000.000.000,411.0,,1200000000000.0,1200000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,1.200.000.000.000,1.200.000.000.000,,,1200000000000.0,1200000000000.0
2. Lợi nhuận sau thuế chưa phân phối,2. Lợi nhuận sau thuế chưa phân phối,2. Lợi nhuận sau thuế chưa phân phối,421,,61.368.977.825,51.213.335.487,421.0,,61368977825.0,51213335487.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,51.213.335.487,34.780.127.850,,,51213335487.0,34780127850.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,10.155.642.338,16.433.207.637,,,10155642338.0,16433207637.0
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,1.399.745.852.534,1.413.807.188.749,440.0,,1399745852534.0,1413807188749.0
