row_label_raw,row_label_full,col_0,Thành lập và hoạt động,Tỷ lệ Sở hữu,Quyền biểu quyết,Hoạt động chính,numeric__Thành lập và hoạt động,numeric__Tỷ lệ Sở hữu,numeric__Quyền biểu quyết,numeric__Hoạt động chính
Công ty TNHH Đầu tư địa ốc An-pha Công ty TNHH Đầu tư kinh doanh Địa ốc An Thịnh Phát,Công ty TNHH Đầu tư địa ốc An-pha Công ty TNHH Đầu tư kinh doanh Địa ốc An Thịnh Phát,Công ty TNHH Đầu tư địa ốc An-pha Công ty TNHH Đầu tư kinh doanh Địa ốc An Thịnh Phát,TP HCM,100%,100%,Kinh doanh - môi giới BĐS,,1.0,1.0,
Công ty TNHH Đầu tư địa ốc An-pha Công ty TNHH Đầu tư kinh doanh Địa ốc An Thịnh Phát,Công ty TNHH Đầu tư địa ốc An-pha Công ty TNHH Đầu tư kinh doanh Địa ốc An Thịnh Phát,Công ty TNHH Đầu tư địa ốc An-pha Công ty TNHH Đầu tư kinh doanh Địa ốc An Thịnh Phát,TP HCM,100%,100%,Kinh doanh - môi giới BĐS,,1.0,1.0,
