row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2019,Năm 2018,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2019,numeric__Năm 2018
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,20,136.649.941.164,171.055.143.863,1.0,20.0,136649941164.0,171055143863.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,136.649.941.164,171.055.143.863,10.0,,136649941164.0,171055143863.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,21,89.144.410.598,95.549.786.068,11.0,21.0,89144410598.0,95549786068.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,47.505.530.566,75.505.357.795,20.0,,47505530566.0,75505357795.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,22,25.272.978.518,12.671.817,21.0,22.0,25272978518.0,12671817.0
7. Chỉ phí tài chính,7. Chỉ phí tài chính,7. Chỉ phí tài chính,22,23,910.202.719,-,22.0,23.0,910202719.0,
- Trong đó: Chỉ phí lãi vay,- Trong đó: Chỉ phí lãi vay,- Trong đó: Chỉ phí lãi vay,23,,546.202.719,-,23.0,,546202719.0,
8. Chỉ phí bán hàng,8. Chỉ phí bán hàng,8. Chỉ phí bán hàng,25,24,35.141.663.442,26.157.224.175,25.0,24.0,35141663442.0,26157224175.0
9. Chỉ phí quản lý doanh nghiệp,9. Chỉ phí quản lý doanh nghiệp,9. Chỉ phí quản lý doanh nghiệp,26,25,22.384.068.396,21.775.955.464,26.0,25.0,22384068396.0,21775955464.0
10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,30,,14.342.574.527,27.584.849.973,30.0,,14342574527.0,27584849973.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,26,20.299.131,1.024.899.885,31.0,26.0,20299131.0,1024899885.0
12. Chỉ phí khác,12. Chỉ phí khác,12. Chỉ phí khác,32,27,982.473.603,6.093.280.696,32.0,27.0,982473603.0,6093280696.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,(962.174.472),(5.068.380.811),40.0,,-962174472.0,-5068380811.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,13.380.400.055,22.516.469.162,50.0,,13380400055.0,22516469162.0
15. Chỉ phí thuế TNDN hiện hành,15. Chỉ phí thuế TNDN hiện hành,15. Chỉ phí thuế TNDN hiện hành,51,,3.224.757.717,6.083.261.525,51.0,,3224757717.0,6083261525.0
16. Chỉ phí thuế TNDN hoãn lại,16. Chỉ phí thuế TNDN hoãn lại,16. Chỉ phí thuế TNDN hoãn lại,52,,-,-,52.0,,,
17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,10.155.642.338,16.433.207.637,60.0,,10155642338.0,16433207637.0
18. Lợi nhuận sau thuế của công ty mẹ,18. Lợi nhuận sau thuế của công ty mẹ,18. Lợi nhuận sau thuế của công ty mẹ,61,,10.155.642.338,16.433.207.637,61.0,,10155642338.0,16433207637.0
19. Lợi nhuận sau thuế của cổ đông không kiểm soát,19. Lợi nhuận sau thuế của cổ đông không kiểm soát,19. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,-,-,62.0,,,
20. Lãi cơ bản trên cổ phiếu,20. Lãi cơ bản trên cổ phiếu,20. Lãi cơ bản trên cổ phiếu,70,,85,137,70.0,,85.0,137.0
