row_label_raw,row_label_full,Trái phiếu,Loại trái phiếu,Số lượng TP,Mệnh giá,Lãi suất,Thời hạn trái phiếu,Tài sản đảm bảo,numeric__Loại trái phiếu,numeric__Số lượng TP,numeric__Mệnh giá,numeric__Lãi suất,numeric__Thời hạn trái phiếu,numeric__Tài sản đảm bảo
,,,,,VND,%/năm,,,,,,,,
Trái phiếu KHL08202 2-01 ngày 30/7/2019,Trái phiếu KHL08202 2-01 ngày 30/7/2019,Trái phiếu KHL08202 2-01 ngày 30/7/2019,Trái phiếu doanh nghiệp không có quyền chuyển đổi,147,100 triệu,11%/năm,Kỳ hạn 36 tháng và thanh toán lãi 3 tháng/lần,Không có tài sản đảm bảo,,147.0,,,,
Trái phiếu KHL08202 2-01 ngày 30/9/2019,Trái phiếu KHL08202 2-01 ngày 30/9/2019,Trái phiếu KHL08202 2-01 ngày 30/9/2019,Trái phiếu doanh nghiệp không có quyền chuyển đổi,35,100 triệu,11%/năm,Kỳ hạn 36 tháng và thanh toán lãi 3 tháng/lần,Không có tài sản đảm bảo,,35.0,,,,
