row_label_raw,row_label_full,col_0,Hoạt động dịch vụ,Hoạt động sản xuất và thương mại,Hoạt động xây lắp,Hoạt động kinh doanh bất động sản,Tổng cộng toàn doanh nghiệp,numeric__Hoạt động dịch vụ,numeric__Hoạt động sản xuất và thương mại,numeric__Hoạt động xây lắp,numeric__Hoạt động kinh doanh bất động sản,numeric__Tổng cộng toàn doanh nghiệp
,,,VND,VND,VND,VND,VND,,,,,
Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,452.691.658.593,749.123.579.977,-,7.110.338.325,1.208.925.576.895,452691658593.0,749123579977.0,,7110338325.0,1208925576895.0
Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,158.898.262.271,356.205.453.570,-,2.444.629.802,517.548.345.643,158898262271.0,356205453570.0,,2444629802.0,517548345643.0
