row_label_raw,row_label_full,col_0,31/12/2019 > Địa chỉ,31/12/2019 > Tỷ lệ lợi ích,31/12/2019 > Tỷ lệ quyền biểu quyết,01/01/2019 > Giá trị ghi sở theo phương pháp Vốn chủ sở hữu,01/01/2019 > Tỷ lệ lợi ích,01/01/2019 > Giá trị ghi sở theo phương pháp Vốn chủ sở hữu_1,numeric__31/12/2019 > Địa chỉ,numeric__31/12/2019 > Tỷ lệ lợi ích,numeric__31/12/2019 > Tỷ lệ quyền biểu quyết,numeric__01/01/2019 > Giá trị ghi sở theo phương pháp Vốn chủ sở hữu,numeric__01/01/2019 > Tỷ lệ lợi ích,numeric__01/01/2019 > Giá trị ghi sở theo phương pháp Vốn chủ sở hữu_1
,,,,VND,VND,VND,VND,VND,,,,,,
Đầu tư vào công ty liên kết- Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang [ii],Đầu tư vào công ty liên kết- Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang [ii],Đầu tư vào công ty liên kết- Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang [ii],Bắc Ninh,"21,00%","21,00%",129.083.888.950,"21,00%",119.723.641.592,,0.21,0.21,129083888950.0,0.21,119723641592.0
,,,,,,129.083.888.950,,119.723.641.592,,,,129083888950.0,,119723641592.0
