row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2019 VND,01/01/2019 Đã điều chỉnh VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2019 VND,numeric__01/01/2019 Đã điều chỉnh VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,1.802.743.291.601,2.041.326.738.477,,,1802743291601.0,2041326738477.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,223.627.139.409,365.783.831.175,,3.0,223627139409.0,365783831175.0
111,111,111,1. Tiền,,132.671.798.360,80.669.831.175,,,132671798360.0,80669831175.0
112,112,112,2. Các khoản tương đương tiền,,90.955.341.049,285.114.000.000,,,90955341049.0,285114000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,215.075.298.200,169.766.643.509,,4.0,215075298200.0,169766643509.0
121,121,121,1. Chứng khoán kinh doanh,,53.998.597.559,53.998.597.559,,,53998597559.0,53998597559.0
122,122,122,2. Dự phòng giám giá chứng khoán kinh doanh,,(43.367.299.359),(44.880.109.359),,,-43367299359.0,-44880109359.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,204.444.000.000,160.648.155.309,,,204444000000.0,160648155309.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.037.106.406.073,1.196.927.828.907,,,1037106406073.0,1196927828907.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,155.221.684.399,169.972.286.438,,5.0,155221684399.0,169972286438.0
132,132,132,2. Trà trước cho người bán ngắn hạn,06,503.721.305.828,448.810.858.960,,6.0,503721305828.0,448810858960.0
135,135,135,3. Phải thu về cho vay ngắn hạn,07,1.442.484.169.169,1.517.313.804.339,,7.0,1442484169169.0,1517313804339.0
136,136,136,4. Phải thu ngắn hạn khác,08,2.970.820.527.057,3.092.242.158.651,,8.0,2970820527057.0,3092242158651.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(4.042.641.586.956),(4.038.910.994.080),,,-4042641586956.0,-4038910994080.0
139,139,139,6. Tài sản thiếu chờ xử lý,09,7.500.306.576,7.499.714.599,,9.0,7500306576.0,7499714599.0
140,140,140,IV. Hàng tồn kho,11,294.829.940.872,284.745.624.175,,11.0,294829940872.0,284745624175.0
141,141,141,1. Hàng tồn kho,,299.684.308.434,289.599.991.737,,,299684308434.0,289599991737.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(4.854.367.562),(4.854.367.562),,,-4854367562.0,-4854367562.0
150,150,150,V. Tài sản ngắn hạn khác,,32.104.507.047,24.102.810.711,,,32104507047.0,24102810711.0
151,151,151,1. Chi phí trả trước ngắn hạn,16,8.694.049.026,9.323.466.198,,16.0,8694049026.0,9323466198.0
152,152,152,2. Thuế GTGT được khấu trừ,,11.320.529.756,4.742.482.450,,,11320529756.0,4742482450.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,21,12.089.928.265,10.036.862.063,,21.0,12089928265.0,10036862063.0
200,200,200,B. TÀI SẢN DÀI HẠN,,2.461.120.445.989,2.670.457.375.092,,,2461120445989.0,2670457375092.0
210,210,210,I. Các khoản phải thu dài hạn,,382.662.170.596,382.203.605.796,,,382662170596.0,382203605796.0
212,212,212,1. Trà trước cho người bán dài hạn,06,906.052.163.234,907.256.666.534,,6.0,906052163234.0,907256666534.0
216,216,216,2. Phải thu dài hạn khác,08,8.266.227.487,7.807.662.687,,8.0,8266227487.0,7807662687.0
219,219,219,3. Dự phòng phải thu dài hạn khó đòi,,(531.656.220.125),(532.860.723.425),,,-531656220125.0,-532860723425.0
220,220,220,II. Tài sản cố định,,1.167.022.867.204,1.308.098.187.504,,,1167022867204.0,1308098187504.0
221,221,221,1. Tài sản cố định hữu hình,13,1.102.636.692.828,1.205.573.746.801,,13.0,1102636692828.0,1205573746801.0
222,222,222,- Nguyên giá,,1.660.440.808.972,1.718.155.960.898,,,1660440808972.0,1718155960898.0
223,223,223,- Giá trị hao mòn lũy kế,,(557.804.116.144),(512.582.214.097),,,-557804116144.0,-512582214097.0
227,227,227,2. Tài sản cố định vô hình,14,64.386.174.376,102.524.440.703,,14.0,64386174376.0,102524440703.0
228,228,228,- Nguyên giá,,75.613.326.730,111.726.568.730,,,75613326730.0,111726568730.0
229,229,229,- Giá trị hao mòn lũy kế,,(11.227.152.354),(9.202.128.027),,,-11227152354.0,-9202128027.0
